,Set Score,Game Score,Serving?,Point Score,% Win,Number of Instances,Points Elapsed,Y
2590,0-1,5-1,Serving,0-40,0.432432432432,37,3,-3
2591,1-0,1-5,Returning,40-0,0.567567567568,37,3,3
2592,0-1,5-1,Serving,15-0,0.56529209622,582,1,1
2593,1-0,1-5,Returning,0-15,0.43470790378,582,1,-1
2594,0-1,5-1,Serving,15-15,0.51566951567,351,2,0
2595,1-0,1-5,Returning,15-15,0.48433048433,351,2,0
2596,0-1,5-1,Serving,15-30,0.468926553672,177,3,-1
2597,1-0,1-5,Returning,30-15,0.531073446328,177,3,1
2598,0-1,5-1,Serving,15-40,0.413793103448,87,4,-2
2599,1-0,1-5,Returning,40-15,0.586206896552,87,4,2
2600,0-1,5-1,Serving,30-0,0.573170731707,410,2,2
2601,1-0,1-5,Returning,0-30,0.426829268293,410,2,-2
2602,0-1,5-1,Serving,30-15,0.569444444444,360,3,1
2603,1-0,1-5,Returning,15-30,0.430555555556,360,3,-1
2604,0-1,5-1,Serving,30-30,0.516260162602,246,4,0
2605,1-0,1-5,Returning,30-30,0.483739837398,246,4,0
2606,0-1,5-1,Serving,30-40,0.509433962264,106,5,-1
2607,1-0,1-5,Returning,40-30,0.490566037736,106,5,1
2608,0-1,5-1,Serving,40-0,0.554385964912,285,3,3
2609,1-0,1-5,Returning,0-40,0.445614035088,285,3,-3
2610,0-1,5-1,Serving,40-15,0.558823529412,306,4,2
2611,1-0,1-5,Returning,15-40,0.441176470588,306,4,-2
2612,0-1,5-1,Serving,40-30,0.521582733813,278,5,1
2613,1-0,1-5,Returning,30-40,0.478417266187,278,5,-1
2614,0-1,5-1,Serving,40-40,0.454545454545,264,6,0
2615,1-0,1-5,Returning,40-40,0.545454545455,264,6,0
2616,0-1,5-1,Serving,40-AD,0.423913043478,92,7,-1
2617,1-0,1-5,Returning,AD-40,0.576086956522,92,7,1
2618,0-1,5-1,Serving,AD-40,0.470930232558,172,7,1
2619,1-0,1-5,Returning,40-AD,0.529069767442,172,7,-1
2620,0-1,5-1,Serving,Start of Game,0.537834691502,859,0,0
2621,1-0,1-5,Returning,Start of Game,0.462165308498,859,0,0
2622,0-1,5-2,Serving,0-15,0.488888888889,225,1,-1
2623,1-0,2-5,Returning,15-0,0.511111111111,225,1,1
2624,0-1,5-2,Serving,0-30,0.520547945205,73,2,-2
2625,1-0,2-5,Returning,30-0,0.479452054795,73,2,2
2626,0-1,5-2,Serving,0-40,0.470588235294,34,3,-3
2627,1-0,2-5,Returning,40-0,0.529411764706,34,3,3
2628,0-1,5-2,Serving,15-0,0.529002320186,431,1,1
2629,1-0,2-5,Returning,0-15,0.470997679814,431,1,-1
2630,0-1,5-2,Serving,15-15,0.488524590164,305,2,0
2631,1-0,2-5,Returning,15-15,0.511475409836,305,2,0
2632,0-1,5-2,Serving,15-30,0.482993197279,147,3,-1
2633,1-0,2-5,Returning,30-15,0.517006802721,147,3,1
2634,0-1,5-2,Serving,15-40,0.555555555556,72,4,-2
2635,1-0,2-5,Returning,40-15,0.444444444444,72,4,2
2636,0-1,5-2,Serving,30-0,0.543165467626,278,2,2
2637,1-0,2-5,Returning,0-30,0.456834532374,278,2,-2
2638,0-1,5-2,Serving,30-15,0.522491349481,289,3,1
2639,1-0,2-5,Returning,15-30,0.477508650519,289,3,-1
2640,0-1,5-2,Serving,30-30,0.485294117647,204,4,0
2641,1-0,2-5,Returning,30-30,0.514705882353,204,4,0
2642,0-1,5-2,Serving,30-40,0.55,120,5,-1
2643,1-0,2-5,Returning,40-30,0.45,120,5,1
2644,0-1,5-2,Serving,40-0,0.537634408602,186,3,3
2645,1-0,2-5,Returning,0-40,0.462365591398,186,3,-3
2646,0-1,5-2,Serving,40-15,0.530172413793,232,4,2
2647,1-0,2-5,Returning,15-40,0.469827586207,232,4,-2
2648,0-1,5-2,Serving,40-30,0.490654205607,214,5,1
2649,1-0,2-5,Returning,30-40,0.509345794393,214,5,-1
2650,0-1,5-2,Serving,40-40,0.536082474227,291,6,0
2651,1-0,2-5,Returning,40-40,0.463917525773,291,6,0
2652,0-1,5-2,Serving,40-AD,0.5,114,7,-1
2653,1-0,2-5,Returning,AD-40,0.5,114,7,1
2654,0-1,5-2,Serving,AD-40,0.559322033898,177,7,1
2655,1-0,2-5,Returning,40-AD,0.440677966102,177,7,-1
2656,0-1,5-2,Serving,Start of Game,0.515243902439,656,0,0
2657,1-0,2-5,Returning,Start of Game,0.484756097561,656,0,0
2658,0-1,5-3,Serving,0-15,0.419942473634,1043,1,-1
2659,1-0,3-5,Returning,15-0,0.580057526366,1043,1,1
2660,0-1,5-3,Serving,0-30,0.361386138614,404,2,-2
2661,1-0,3-5,Returning,30-0,0.638613861386,404,2,2
2662,0-1,5-3,Serving,0-40,0.325714285714,175,3,-3
2663,1-0,3-5,Returning,40-0,0.674285714286,175,3,3
2664,0-1,5-3,Serving,15-0,0.489023051592,1822,1,1
2665,1-0,3-5,Returning,0-15,0.510976948408,1822,1,-1
2666,0-1,5-3,Serving,15-15,0.456153846154,1300,2,0
2667,1-0,3-5,Returning,15-15,0.543846153846,1300,2,0
2668,0-1,5-3,Serving,15-30,0.386235955056,712,3,-1
2669,1-0,3-5,Returning,30-15,0.613764044944,712,3,1
2670,0-1,5-3,Serving,15-40,0.33153638814,371,4,-2
2671,1-0,3-5,Returning,40-15,0.66846361186,371,4,2
2672,0-1,5-3,Serving,30-0,0.508182601206,1161,2,2
2673,1-0,3-5,Returning,0-30,0.491817398794,1161,2,-2
2674,0-1,5-3,Serving,30-15,0.488997555012,1227,3,1
2675,1-0,3-5,Returning,15-30,0.511002444988,1227,3,-1
2676,0-1,5-3,Serving,30-30,0.441784548422,919,4,0
2677,1-0,3-5,Returning,30-30,0.558215451578,919,4,0
2678,0-1,5-3,Serving,30-40,0.397111913357,554,5,-1
2679,1-0,3-5,Returning,40-30,0.602888086643,554,5,1
2680,0-1,5-3,Serving,40-0,0.52862849534,751,3,3
2681,1-0,3-5,Returning,0-40,0.47137150466,751,3,-3
2682,0-1,5-3,Serving,40-15,0.501498501499,1001,4,2
2683,1-0,3-5,Returning,15-40,0.498501498501,1001,4,-2
2684,0-1,5-3,Serving,40-30,0.472987872106,907,5,1
2685,1-0,3-5,Returning,30-40,0.527012127894,907,5,-1
2686,0-1,5-3,Serving,40-40,0.40350877193,1254,6,0
2687,1-0,3-5,Returning,40-40,0.59649122807,1254,6,0
2688,0-1,5-3,Serving,40-AD,0.341414141414,495,7,-1
2689,1-0,3-5,Returning,AD-40,0.658585858586,495,7,1
2690,0-1,5-3,Serving,AD-40,0.444005270092,759,7,1
2691,1-0,3-5,Returning,40-AD,0.555994729908,759,7,-1
2692,0-1,5-3,Serving,Start of Game,0.46387434555,2865,0,0
2693,1-0,3-5,Returning,Start of Game,0.53612565445,2865,0,0
2694,0-1,5-4,Serving,0-15,0.368067226891,595,1,-1
2695,1-0,4-5,Returning,15-0,0.631932773109,595,1,1
2696,0-1,5-4,Serving,0-30,0.265560165975,241,2,-2
2697,1-0,4-5,Returning,30-0,0.734439834025,241,2,2
2698,0-1,5-4,Serving,0-40,0.209090909091,110,3,-3
2699,1-0,4-5,Returning,40-0,0.790909090909,110,3,3
2700,0-1,5-4,Serving,15-0,0.457323498419,949,1,1
2701,1-0,4-5,Returning,0-15,0.542676501581,949,1,-1
2702,0-1,5-4,Serving,15-15,0.43347639485,699,2,0
2703,1-0,4-5,Returning,15-15,0.56652360515,699,2,0
2704,0-1,5-4,Serving,15-30,0.341836734694,392,3,-1
2705,1-0,4-5,Returning,30-15,0.658163265306,392,3,1
2706,0-1,5-4,Serving,15-40,0.262222222222,225,4,-2
2707,1-0,4-5,Returning,40-15,0.737777777778,225,4,2
2708,0-1,5-4,Serving,30-0,0.473509933775,604,2,2
2709,1-0,4-5,Returning,0-30,0.526490066225,604,2,-2
2710,0-1,5-4,Serving,30-15,0.462249614792,649,3,1
2711,1-0,4-5,Returning,15-30,0.537750385208,649,3,-1
2712,0-1,5-4,Serving,30-30,0.388655462185,476,4,0
2713,1-0,4-5,Returning,30-30,0.611344537815,476,4,0
2714,0-1,5-4,Serving,30-40,0.294498381877,309,5,-1
2715,1-0,4-5,Returning,40-30,0.705501618123,309,5,1
2716,0-1,5-4,Serving,40-0,0.498727735369,393,3,3
2717,1-0,4-5,Returning,0-40,0.501272264631,393,3,-3
2718,0-1,5-4,Serving,40-15,0.505639097744,532,4,2
2719,1-0,4-5,Returning,15-40,0.494360902256,532,4,-2
2720,0-1,5-4,Serving,40-30,0.459574468085,470,5,1
2721,1-0,4-5,Returning,30-40,0.540425531915,470,5,-1
2722,0-1,5-4,Serving,40-40,0.378246753247,616,6,0
2723,1-0,4-5,Returning,40-40,0.621753246753,616,6,0
2724,0-1,5-4,Serving,40-AD,0.256505576208,269,7,-1
2725,1-0,4-5,Returning,AD-40,0.743494423792,269,7,1
2726,0-1,5-4,Serving,AD-40,0.473988439306,346,7,1
2727,1-0,4-5,Returning,40-AD,0.526011560694,346,7,-1
2728,0-1,5-4,Serving,Start of Game,0.42292746114,1544,0,0
2729,1-0,4-5,Returning,Start of Game,0.57707253886,1544,0,0
2730,0-1,5-5,Serving,0-15,0.169266320046,1731,1,-1
2731,1-0,5-5,Returning,15-0,0.830733679954,1731,1,1
2732,0-1,5-5,Serving,0-30,0.136490250696,718,2,-2
2733,1-0,5-5,Returning,30-0,0.863509749304,718,2,2
2734,0-1,5-5,Serving,0-40,0.075,280,3,-3
2735,1-0,5-5,Returning,40-0,0.925,280,3,3
2736,0-1,5-5,Serving,15-0,0.229666924864,2582,1,1
2737,1-0,5-5,Returning,0-15,0.770333075136,2582,1,-1
2738,0-1,5-5,Serving,15-15,0.191256830601,2013,2,0
2739,1-0,5-5,Returning,15-15,0.808743169399,2013,2,0
2740,0-1,5-5,Serving,15-30,0.149525316456,1264,3,-1
2741,1-0,5-5,Returning,30-15,0.850474683544,1264,3,1
2742,0-1,5-5,Serving,15-40,0.0944206008584,699,4,-2
2743,1-0,5-5,Returning,40-15,0.905579399142,699,4,2
2744,0-1,5-5,Serving,30-0,0.254740834387,1582,2,2
2745,1-0,5-5,Returning,0-30,0.745259165613,1582,2,-2
2746,0-1,5-5,Serving,30-15,0.228248587571,1770,3,1
2747,1-0,5-5,Returning,15-30,0.771751412429,1770,3,-1
2748,0-1,5-5,Serving,30-30,0.186666666667,1425,4,0
2749,1-0,5-5,Returning,30-30,0.813333333333,1425,4,0
2750,0-1,5-5,Serving,30-40,0.119542619543,962,5,-1
2751,1-0,5-5,Returning,40-30,0.880457380457,962,5,1
2752,0-1,5-5,Serving,40-0,0.272272272272,999,3,3
2753,1-0,5-5,Returning,0-40,0.727727727728,999,3,-3
2754,0-1,5-5,Serving,40-15,0.260716795502,1423,4,2
2755,1-0,5-5,Returning,15-40,0.739283204498,1423,4,-2
2756,0-1,5-5,Serving,40-30,0.239426523297,1395,5,1
2757,1-0,5-5,Returning,30-40,0.760573476703,1395,5,-1
2758,0-1,5-5,Serving,40-40,0.177756653992,2104,6,0
2759,1-0,5-5,Returning,40-40,0.822243346008,2104,6,0
2760,0-1,5-5,Serving,40-AD,0.119718309859,852,7,-1
2761,1-0,5-5,Returning,AD-40,0.880281690141,852,7,1
2762,0-1,5-5,Serving,AD-40,0.217426059153,1251,7,1
2763,1-0,5-5,Returning,40-AD,0.782573940847,1251,7,-1
2764,0-1,5-5,Serving,Start of Game,0.205425457918,4313,0,0
2765,1-0,5-5,Returning,Start of Game,0.794574542082,4313,0,0
2766,0-1,5-6,Serving,0-15,0.123348017621,681,1,-1
2767,1-0,6-5,Returning,15-0,0.876651982379,681,1,1
2768,0-1,5-6,Serving,0-30,0.0657439446367,289,2,-2
2769,1-0,6-5,Returning,30-0,0.934256055363,289,2,2
2770,0-1,5-6,Serving,0-40,0.00862068965517,116,3,-3
2771,1-0,6-5,Returning,40-0,0.991379310345,116,3,3
2772,0-1,5-6,Serving,15-0,0.190384615385,1040,1,1
2773,1-0,6-5,Returning,0-15,0.809615384615,1040,1,-1
2774,0-1,5-6,Serving,15-15,0.169512195122,820,2,0
2775,1-0,6-5,Returning,15-15,0.830487804878,820,2,0
2776,0-1,5-6,Serving,15-30,0.118343195266,507,3,-1
2777,1-0,6-5,Returning,30-15,0.881656804734,507,3,1
2778,0-1,5-6,Serving,15-40,0.041958041958,286,4,-2
2779,1-0,6-5,Returning,40-15,0.958041958042,286,4,2
2780,0-1,5-6,Serving,30-0,0.202614379085,612,2,2
2781,1-0,6-5,Returning,0-30,0.797385620915,612,2,-2
2782,0-1,5-6,Serving,30-15,0.182960893855,716,3,1
2783,1-0,6-5,Returning,15-30,0.817039106145,716,3,-1
2784,0-1,5-6,Serving,30-30,0.165794066318,573,4,0
2785,1-0,6-5,Returning,30-30,0.834205933682,573,4,0
2786,0-1,5-6,Serving,30-40,0.0837563451777,394,5,-1
2787,1-0,6-5,Returning,40-30,0.916243654822,394,5,1
2788,0-1,5-6,Serving,40-0,0.235602094241,382,3,3
2789,1-0,6-5,Returning,0-40,0.764397905759,382,3,-3
2790,0-1,5-6,Serving,40-15,0.202797202797,572,4,2
2791,1-0,6-5,Returning,15-40,0.797202797203,572,4,-2
2792,0-1,5-6,Serving,40-30,0.202127659574,564,5,1
2793,1-0,6-5,Returning,30-40,0.797872340426,564,5,-1
2794,0-1,5-6,Serving,40-40,0.143171806167,908,6,0
2795,1-0,6-5,Returning,40-40,0.856828193833,908,6,0
2796,0-1,5-6,Serving,40-AD,0.0833333333333,372,7,-1
2797,1-0,6-5,Returning,AD-40,0.916666666667,372,7,1
2798,0-1,5-6,Serving,AD-40,0.186440677966,531,7,1
2799,1-0,6-5,Returning,40-AD,0.813559322034,531,7,-1
2800,0-1,5-6,Serving,Start of Game,0.163858221964,1721,0,0
2801,1-0,6-5,Returning,Start of Game,0.836141778036,1721,0,0
2802,0-1,6-5,Serving,0-15,0.317880794702,151,1,-1
2803,1-0,5-6,Returning,15-0,0.682119205298,151,1,1
2804,0-1,6-5,Serving,0-30,0.190476190476,63,2,-2
2805,1-0,5-6,Returning,30-0,0.809523809524,63,2,2
2806,0-1,6-5,Serving,0-40,0.103448275862,29,3,-3
2807,1-0,5-6,Returning,40-0,0.896551724138,29,3,3
2808,0-1,6-5,Serving,15-0,0.484,250,1,1
2809,1-0,5-6,Returning,0-15,0.516,250,1,-1
2810,0-1,6-5,Serving,15-15,0.448648648649,185,2,0
2811,1-0,5-6,Returning,15-15,0.551351351351,185,2,0
2812,0-1,6-5,Serving,15-30,0.351351351351,111,3,-1
2813,1-0,5-6,Returning,30-15,0.648648648649,111,3,1
2814,0-1,6-5,Serving,15-40,0.22641509434,53,4,-2
2815,1-0,5-6,Returning,40-15,0.77358490566,53,4,2
2816,0-1,6-5,Serving,30-0,0.483660130719,153,2,2
2817,1-0,5-6,Returning,0-30,0.516339869281,153,2,-2
2818,0-1,6-5,Serving,30-15,0.487654320988,162,3,1
2819,1-0,5-6,Returning,15-30,0.512345679012,162,3,-1
2820,0-1,6-5,Serving,30-30,0.386861313869,137,4,0
2821,1-0,5-6,Returning,30-30,0.613138686131,137,4,0
2822,0-1,6-5,Serving,30-40,0.316455696203,79,5,-1
2823,1-0,5-6,Returning,40-30,0.683544303797,79,5,1
2824,0-1,6-5,Serving,40-0,0.484848484848,99,3,3
2825,1-0,5-6,Returning,0-40,0.515151515152,99,3,-3
2826,0-1,6-5,Serving,40-15,0.524590163934,122,4,2
2827,1-0,5-6,Returning,15-40,0.475409836066,122,4,-2
2828,0-1,6-5,Serving,40-30,0.392307692308,130,5,1
2829,1-0,5-6,Returning,30-40,0.607692307692,130,5,-1
2830,0-1,6-5,Serving,40-40,0.313186813187,182,6,0
2831,1-0,5-6,Returning,40-40,0.686813186813,182,6,0
2832,0-1,6-5,Serving,40-AD,0.226666666667,75,7,-1
2833,1-0,5-6,Returning,AD-40,0.773333333333,75,7,1
2834,0-1,6-5,Serving,AD-40,0.373831775701,107,7,1
2835,1-0,5-6,Returning,40-AD,0.626168224299,107,7,-1
2836,0-1,6-5,Serving,Start of Game,0.42144638404,401,0,0
2837,1-0,5-6,Returning,Start of Game,0.57855361596,401,0,0
2838,0-1,6-6,Serving,0-0 (S),0.210108303249,2770,0,0
2839,1-0,6-6,Returning,0-0 (R),0.789891696751,2770,0,0
2840,0-1,6-6,Returning,0-1 (S),0.193063583815,865,1,-1
2841,1-0,6-6,Serving,1-0 (R),0.806936416185,865,1,1
2842,0-1,6-6,Returning,0-2 (S),0.128125,320,2,-2
2843,1-0,6-6,Serving,2-0 (R),0.871875,320,2,2
2844,0-1,6-6,Serving,0-3 (S),0.0782997762864,447,3,-3
2845,1-0,6-6,Returning,3-0 (R),0.921700223714,447,3,3
2846,0-1,6-6,Serving,0-4 (S),0.032967032967,182,4,-4
2847,1-0,6-6,Returning,4-0 (R),0.967032967033,182,4,4
2848,0-1,6-6,Returning,0-5 (S),0.0,49,5,-5
2849,1-0,6-6,Serving,5-0 (R),1.0,49,5,5
2850,0-1,6-6,Returning,0-6 (S),0.0,25,6,-6
2851,1-0,6-6,Serving,6-0 (R),1.0,25,6,6
2852,0-1,6-6,Returning,1-0 (S),0.296052631579,456,1,1
2853,1-0,6-6,Serving,0-1 (R),0.703947368421,456,1,-1
2854,0-1,6-6,Returning,1-1 (S),0.22131147541,732,2,0
2855,1-0,6-6,Serving,1-1 (R),0.77868852459,732,2,0
2856,0-1,6-6,Serving,1-2 (S),0.166390728477,1208,3,-1
2857,1-0,6-6,Returning,2-1 (R),0.833609271523,1208,3,1
2858,0-1,6-6,Serving,1-3 (S),0.10290237467,758,4,-2
2859,1-0,6-6,Returning,3-1 (R),0.89709762533,758,4,2
2860,0-1,6-6,Returning,1-4 (S),0.0601503759398,266,5,-3
2861,1-0,6-6,Serving,4-1 (R),0.93984962406,266,5,3
2862,0-1,6-6,Returning,1-5 (S),0.00757575757576,132,6,-4
2863,1-0,6-6,Serving,5-1 (R),0.992424242424,132,6,4
2864,0-1,6-6,Serving,1-6 (S),0.00947867298578,211,7,-5
2865,1-0,6-6,Returning,6-1 (R),0.990521327014,211,7,5
2866,0-1,6-6,Returning,2-0 (S),0.368029739777,269,2,2
2867,1-0,6-6,Serving,0-2 (R),0.631970260223,269,2,-2
2868,0-1,6-6,Serving,2-1 (S),0.287305122494,898,3,1
2869,1-0,6-6,Returning,1-2 (R),0.712694877506,898,3,-1
2870,0-1,6-6,Serving,2-2 (S),0.216789667897,1084,4,0
2871,1-0,6-6,Returning,2-2 (R),0.783210332103,1084,4,0
2872,0-1,6-6,Returning,2-3 (S),0.196617336152,473,5,-1
2873,1-0,6-6,Serving,3-2 (R),0.803382663848,473,5,1
2874,0-1,6-6,Returning,2-4 (S),0.094674556213,338,6,-2
2875,1-0,6-6,Serving,4-2 (R),0.905325443787,338,6,2
2876,0-1,6-6,Serving,2-5 (S),0.0620567375887,564,7,-3
2877,1-0,6-6,Returning,5-2 (R),0.937943262411,564,7,3
2878,0-1,6-6,Serving,2-6 (S),0.0171428571429,350,8,-4
2879,1-0,6-6,Returning,6-2 (R),0.982857142857,350,8,4
2880,0-1,6-6,Serving,3-0 (S),0.405529953917,217,3,3
2881,1-0,6-6,Returning,0-3 (R),0.594470046083,217,3,-3
2882,0-1,6-6,Serving,3-1 (S),0.328925619835,605,4,2
2883,1-0,6-6,Returning,1-3 (R),0.671074380165,605,4,-2
2884,0-1,6-6,Returning,3-2 (S),0.316216216216,370,5,1
2885,1-0,6-6,Serving,2-3 (R),0.683783783784,370,5,-1
2886,0-1,6-6,Returning,3-3 (S),0.256880733945,436,6,0
2887,1-0,6-6,Serving,3-3 (R),0.743119266055,436,6,0
2888,0-1,6-6,Serving,3-4 (S),0.151079136691,834,7,-1
2889,1-0,6-6,Returning,4-3 (R),0.848920863309,834,7,1
2890,0-1,6-6,Serving,3-5 (S),0.0710144927536,690,8,-2
2891,1-0,6-6,Returning,5-3 (R),0.928985507246,690,8,2
2892,0-1,6-6,Returning,3-6 (S),0.034188034188,234,9,-3
2893,1-0,6-6,Serving,6-3 (R),0.965811965812,234,9,3
2894,0-1,6-6,Serving,4-0 (S),0.45390070922,141,4,4
2895,1-0,6-6,Returning,0-4 (R),0.54609929078,141,4,-4
2896,0-1,6-6,Returning,4-1 (S),0.462121212121,132,5,3
2897,1-0,6-6,Serving,1-4 (R),0.537878787879,132,5,-3
2898,0-1,6-6,Returning,4-2 (S),0.379061371841,277,6,2
2899,1-0,6-6,Serving,2-4 (R),0.620938628159,277,6,-2
2900,0-1,6-6,Serving,4-3 (S),0.324005891016,679,7,1
2901,1-0,6-6,Returning,3-4 (R),0.675994108984,679,7,-1
2902,0-1,6-6,Serving,4-4 (S),0.228419654714,753,8,0
2903,1-0,6-6,Returning,4-4 (R),0.771580345286,753,8,0
2904,0-1,6-6,Returning,4-5 (S),0.16091954023,348,9,-1
2905,1-0,6-6,Serving,5-4 (R),0.83908045977,348,9,1
2906,0-1,6-6,Returning,4-6 (S),0.0498084291188,261,10,-2
2907,1-0,6-6,Serving,6-4 (R),0.950191570881,261,10,2
2908,0-1,6-6,Returning,5-0 (S),0.5,30,5,5
2909,1-0,6-6,Serving,0-5 (R),0.5,30,5,-5
2910,0-1,6-6,Returning,5-1 (S),0.460674157303,89,6,4
2911,1-0,6-6,Serving,1-5 (R),0.539325842697,89,6,-4
2912,0-1,6-6,Serving,5-2 (S),0.422155688623,334,7,3
2913,1-0,6-6,Returning,2-5 (R),0.577844311377,334,7,-3
2914,0-1,6-6,Serving,5-3 (S),0.380776340111,541,8,2
2915,1-0,6-6,Returning,3-5 (R),0.619223659889,541,8,-2
2916,0-1,6-6,Returning,5-4 (S),0.36303630363,303,9,1
2917,1-0,6-6,Serving,4-5 (R),0.63696369637,303,9,-1
2918,0-1,6-6,Returning,5-5 (S),0.238390092879,323,10,0
2919,1-0,6-6,Serving,5-5 (R),0.761609907121,323,10,0
2920,0-1,6-6,Serving,5-6 (S),0.1328125,640,11,-1
2921,1-0,6-6,Returning,6-5 (R),0.8671875,640,11,1
2922,0-1,6-6,Returning,6-0 (S),0.478260869565,23,6,6
2923,1-0,6-6,Serving,0-6 (R),0.521739130435,23,6,-6
2924,0-1,6-6,Serving,6-1 (S),0.510638297872,94,7,5
2925,1-0,6-6,Returning,1-6 (R),0.489361702128,94,7,-5
2926,0-1,6-6,Serving,6-2 (S),0.478070175439,228,8,4
2927,1-0,6-6,Returning,2-6 (R),0.521929824561,228,8,-4
2928,0-1,6-6,Returning,6-3 (S),0.47191011236,178,9,3
2929,1-0,6-6,Serving,3-6 (R),0.52808988764,178,9,-3
2930,0-1,6-6,Returning,6-4 (S),0.426923076923,260,10,2
2931,1-0,6-6,Serving,4-6 (R),0.573076923077,260,10,-2
2932,0-1,6-6,Serving,6-5 (S),0.400742115028,539,11,1
2933,1-0,6-6,Returning,5-6 (R),0.599257884972,539,11,-1
2934,0-1,6-6,Serving,6-6 (S),0.225563909774,1064,12,0
2935,1-0,6-6,Returning,6-6 (R),0.774436090226,1064,12,0
2936,0-1,6-6,Returning,6-7 (S),0.143382352941,544,13,-1
2937,1-0,6-6,Serving,7-6 (R),0.856617647059,544,13,1
2938,0-1,6-6,Returning,7-6 (S),0.37898089172,314,13,1
2939,1-0,6-6,Serving,6-7 (R),0.62101910828,314,13,-1
2940,1-0,0-0,Serving,0-15,0.791273584906,3392,1,-1
2941,0-1,0-0,Returning,15-0,0.208726415094,3392,1,1
2942,1-0,0-0,Serving,0-30,0.735056542811,1238,2,-2
2943,0-1,0-0,Returning,30-0,0.264943457189,1238,2,2
2944,1-0,0-0,Serving,0-40,0.677685950413,484,3,-3
2945,0-1,0-0,Returning,40-0,0.322314049587,484,3,3
2946,1-0,0-0,Serving,15-0,0.852811214384,6563,1,1
2947,0-1,0-0,Returning,0-15,0.147188785616,6563,1,-1
2948,1-0,0-0,Serving,15-15,0.825642191407,4399,2,0
2949,0-1,0-0,Returning,15-15,0.174357808593,4399,2,0
2950,1-0,0-0,Serving,15-30,0.781696428571,2240,3,-1
2951,0-1,0-0,Returning,30-15,0.218303571429,2240,3,1
2952,1-0,0-0,Serving,15-40,0.727608494922,1083,4,-2
2953,0-1,0-0,Returning,40-15,0.272391505078,1083,4,2
2954,1-0,0-0,Serving,30-0,0.865910143585,4318,2,2
2955,0-1,0-0,Returning,0-30,0.134089856415,4318,2,-2
2956,1-0,0-0,Serving,30-15,0.841379310345,4350,3,1
2957,0-1,0-0,Returning,15-30,0.158620689655,4350,3,-1
2958,1-0,0-0,Serving,30-30,0.806160026783,2987,4,0
2959,0-1,0-0,Returning,30-30,0.193839973217,2987,4,0
2960,1-0,0-0,Serving,30-40,0.762370540852,1738,5,-1
2961,0-1,0-0,Returning,40-30,0.237629459148,1738,5,1
2962,1-0,0-0,Serving,40-0,0.882332523429,2881,3,3
2963,0-1,0-0,Returning,0-40,0.117667476571,2881,3,-3
2964,1-0,0-0,Serving,40-15,0.861293859649,3648,4,2
2965,0-1,0-0,Returning,15-40,0.138706140351,3648,4,-2
2966,1-0,0-0,Serving,40-30,0.83064260842,3159,5,1
2967,0-1,0-0,Returning,30-40,0.16935739158,3159,5,-1
2968,1-0,0-0,Serving,40-40,0.80175996089,4091,6,0
2969,0-1,0-0,Returning,40-40,0.19824003911,4091,6,0
2970,1-0,0-0,Serving,40-AD,0.748107364074,1453,7,-1
2971,0-1,0-0,Returning,AD-40,0.251892635926,1453,7,1
2972,1-0,0-0,Serving,AD-40,0.831183611533,2636,7,1
2973,0-1,0-0,Returning,40-AD,0.168816388467,2636,7,-1
2974,1-0,0-0,Serving,Start of Game,0.831843294827,9955,0,0
2975,0-1,0-0,Returning,Start of Game,0.168156705173,9955,0,0
2976,1-0,0-1,Serving,0-15,0.736571172784,4468,1,-1
2977,0-1,1-0,Returning,15-0,0.263428827216,4468,1,1
2978,1-0,0-1,Serving,0-30,0.688983566646,1643,2,-2
2979,0-1,1-0,Returning,30-0,0.311016433354,1643,2,2
2980,1-0,0-1,Serving,0-40,0.633802816901,639,3,-3
2981,0-1,1-0,Returning,40-0,0.366197183099,639,3,3
2982,1-0,0-1,Serving,15-0,0.797664915353,8565,1,1
2983,0-1,1-0,Returning,0-15,0.202335084647,8565,1,-1
2984,1-0,0-1,Serving,15-15,0.767242854698,5843,2,0
2985,0-1,1-0,Returning,15-15,0.232757145302,5843,2,0
2986,1-0,0-1,Serving,15-30,0.724288107203,2985,3,-1
2987,0-1,1-0,Returning,30-15,0.275711892797,2985,3,1
2988,1-0,0-1,Serving,15-40,0.656551724138,1450,4,-2
2989,0-1,1-0,Returning,40-15,0.343448275862,1450,4,2
2990,1-0,0-1,Serving,30-0,0.812691544979,5547,2,2
2991,0-1,1-0,Returning,0-30,0.187308455021,5547,2,-2
2992,1-0,0-1,Serving,30-15,0.788604898829,5634,3,1
2993,0-1,1-0,Returning,15-30,0.211395101171,5634,3,-1
2994,1-0,0-1,Serving,30-30,0.759513331608,3863,4,0
2995,0-1,1-0,Returning,30-30,0.240486668392,3863,4,0
2996,1-0,0-1,Serving,30-40,0.699378330373,2252,5,-1
2997,0-1,1-0,Returning,40-30,0.300621669627,2252,5,1
2998,1-0,0-1,Serving,40-0,0.824635761589,3775,3,3
2999,0-1,1-0,Returning,0-40,0.175364238411,3775,3,-3
3000,1-0,0-1,Serving,40-15,0.810673701299,4928,4,2
3001,0-1,1-0,Returning,15-40,0.189326298701,4928,4,-2
3002,1-0,0-1,Serving,40-30,0.78687727825,4115,5,1
3003,0-1,1-0,Returning,30-40,0.21312272175,4115,5,-1
3004,1-0,0-1,Serving,40-40,0.751312463543,5143,6,0
3005,0-1,1-0,Returning,40-40,0.248687536457,5143,6,0
