,Set Score,Game Score,Serving?,Point Score,% Win,Number of Instances,Points Elapsed,Y
3006,1-0,0-1,Serving,40-AD,0.716828478964,1854,7,-1
3007,0-1,1-0,Returning,AD-40,0.283171521036,1854,7,1
3008,1-0,0-1,Serving,AD-40,0.77098540146,3288,7,1
3009,0-1,1-0,Returning,40-AD,0.22901459854,3288,7,-1
3010,1-0,0-1,Serving,Start of Game,0.776720632241,13033,0,0
3011,0-1,1-0,Returning,Start of Game,0.223279367759,13033,0,0
3012,1-0,0-2,Serving,0-15,0.58024691358,486,1,-1
3013,0-1,2-0,Returning,15-0,0.41975308642,486,1,1
3014,1-0,0-2,Serving,0-30,0.514705882353,204,2,-2
3015,0-1,2-0,Returning,30-0,0.485294117647,204,2,2
3016,1-0,0-2,Serving,0-40,0.493333333333,75,3,-3
3017,0-1,2-0,Returning,40-0,0.506666666667,75,3,3
3018,1-0,0-2,Serving,15-0,0.635501355014,738,1,1
3019,0-1,2-0,Returning,0-15,0.364498644986,738,1,-1
3020,1-0,0-2,Serving,15-15,0.638640429338,559,2,0
3021,0-1,2-0,Returning,15-15,0.361359570662,559,2,0
3022,1-0,0-2,Serving,15-30,0.584487534626,361,3,-1
3023,0-1,2-0,Returning,30-15,0.415512465374,361,3,1
3024,1-0,0-2,Serving,15-40,0.508108108108,185,4,-2
3025,0-1,2-0,Returning,40-15,0.491891891892,185,4,2
3026,1-0,0-2,Serving,30-0,0.626898047722,461,2,2
3027,0-1,2-0,Returning,0-30,0.373101952278,461,2,-2
3028,1-0,0-2,Serving,30-15,0.652263374486,486,3,1
3029,0-1,2-0,Returning,15-30,0.347736625514,486,3,-1
3030,1-0,0-2,Serving,30-30,0.625304136253,411,4,0
3031,0-1,2-0,Returning,30-30,0.374695863747,411,4,0
3032,1-0,0-2,Serving,30-40,0.604395604396,273,5,-1
3033,0-1,2-0,Returning,40-30,0.395604395604,273,5,1
3034,1-0,0-2,Serving,40-0,0.615894039735,302,3,3
3035,0-1,2-0,Returning,0-40,0.384105960265,302,3,-3
3036,1-0,0-2,Serving,40-15,0.661654135338,399,4,2
3037,0-1,2-0,Returning,15-40,0.338345864662,399,4,-2
3038,1-0,0-2,Serving,40-30,0.60243902439,410,5,1
3039,0-1,2-0,Returning,30-40,0.39756097561,410,5,-1
3040,1-0,0-2,Serving,40-40,0.619469026549,565,6,0
3041,0-1,2-0,Returning,40-40,0.380530973451,565,6,0
3042,1-0,0-2,Serving,40-AD,0.569230769231,195,7,-1
3043,0-1,2-0,Returning,AD-40,0.430769230769,195,7,1
3044,1-0,0-2,Serving,AD-40,0.645945945946,370,7,1
3045,0-1,2-0,Returning,40-AD,0.354054054054,370,7,-1
3046,1-0,0-2,Serving,Start of Game,0.613562091503,1224,0,0
3047,0-1,2-0,Returning,Start of Game,0.386437908497,1224,0,0
3048,1-0,0-3,Serving,0-15,0.528634361233,681,1,-1
3049,0-1,3-0,Returning,15-0,0.471365638767,681,1,1
3050,1-0,0-3,Serving,0-30,0.523636363636,275,2,-2
3051,0-1,3-0,Returning,30-0,0.476363636364,275,2,2
3052,1-0,0-3,Serving,0-40,0.491525423729,118,3,-3
3053,0-1,3-0,Returning,40-0,0.508474576271,118,3,3
3054,1-0,0-3,Serving,15-0,0.579696394687,1054,1,1
3055,0-1,3-0,Returning,0-15,0.420303605313,1054,1,-1
3056,1-0,0-3,Serving,15-15,0.55198019802,808,2,0
3057,0-1,3-0,Returning,15-15,0.44801980198,808,2,0
3058,1-0,0-3,Serving,15-30,0.535483870968,465,3,-1
3059,0-1,3-0,Returning,30-15,0.464516129032,465,3,1
3060,1-0,0-3,Serving,15-40,0.4875,240,4,-2
3061,0-1,3-0,Returning,40-15,0.5125,240,4,2
3062,1-0,0-3,Serving,30-0,0.584355828221,652,2,2
3063,0-1,3-0,Returning,0-30,0.415644171779,652,2,-2
3064,1-0,0-3,Serving,30-15,0.562330623306,738,3,1
3065,0-1,3-0,Returning,15-30,0.437669376694,738,3,-1
3066,1-0,0-3,Serving,30-30,0.538461538462,585,4,0
3067,0-1,3-0,Returning,30-30,0.461538461538,585,4,0
3068,1-0,0-3,Serving,30-40,0.507894736842,380,5,-1
3069,0-1,3-0,Returning,40-30,0.492105263158,380,5,1
3070,1-0,0-3,Serving,40-0,0.601449275362,414,3,3
3071,0-1,3-0,Returning,0-40,0.398550724638,414,3,-3
3072,1-0,0-3,Serving,40-15,0.595155709343,578,4,2
3073,0-1,3-0,Returning,15-40,0.404844290657,578,4,-2
3074,1-0,0-3,Serving,40-30,0.566666666667,540,5,1
3075,0-1,3-0,Returning,30-40,0.433333333333,540,5,-1
3076,1-0,0-3,Serving,40-40,0.52688172043,837,6,0
3077,0-1,3-0,Returning,40-40,0.47311827957,837,6,0
3078,1-0,0-3,Serving,40-AD,0.479166666667,336,7,-1
3079,0-1,3-0,Returning,AD-40,0.520833333333,336,7,1
3080,1-0,0-3,Serving,AD-40,0.558882235529,501,7,1
3081,0-1,3-0,Returning,40-AD,0.441117764471,501,7,-1
3082,1-0,0-3,Serving,Start of Game,0.559654178674,1735,0,0
3083,0-1,3-0,Returning,Start of Game,0.440345821326,1735,0,0
3084,1-0,0-4,Serving,0-15,0.441176470588,102,1,-1
3085,0-1,4-0,Returning,15-0,0.558823529412,102,1,1
3086,1-0,0-4,Serving,0-30,0.404761904762,42,2,-2
3087,0-1,4-0,Returning,30-0,0.595238095238,42,2,2
3088,1-0,0-4,Serving,0-40,0.428571428571,21,3,-3
3089,0-1,4-0,Returning,40-0,0.571428571429,21,3,3
3090,1-0,0-4,Serving,15-0,0.442028985507,138,1,1
3091,0-1,4-0,Returning,0-15,0.557971014493,138,1,-1
3092,1-0,0-4,Serving,15-15,0.421487603306,121,2,0
3093,0-1,4-0,Returning,15-15,0.578512396694,121,2,0
3094,1-0,0-4,Serving,15-30,0.333333333333,72,3,-1
3095,0-1,4-0,Returning,30-15,0.666666666667,72,3,1
3096,1-0,0-4,Serving,15-40,0.35,40,4,-2
3097,0-1,4-0,Returning,40-15,0.65,40,4,2
3098,1-0,0-4,Serving,30-0,0.493506493506,77,2,2
3099,0-1,4-0,Returning,0-30,0.506493506494,77,2,-2
3100,1-0,0-4,Serving,30-15,0.474747474747,99,3,1
3101,0-1,4-0,Returning,15-30,0.525252525253,99,3,-1
3102,1-0,0-4,Serving,30-30,0.425,80,4,0
3103,0-1,4-0,Returning,30-30,0.575,80,4,0
3104,1-0,0-4,Serving,30-40,0.408163265306,49,5,-1
3105,0-1,4-0,Returning,40-30,0.591836734694,49,5,1
3106,1-0,0-4,Serving,40-0,0.541666666667,48,3,3
3107,0-1,4-0,Returning,0-40,0.458333333333,48,3,-3
3108,1-0,0-4,Serving,40-15,0.46835443038,79,4,2
3109,0-1,4-0,Returning,15-40,0.53164556962,79,4,-2
3110,1-0,0-4,Serving,40-30,0.416666666667,84,5,1
3111,0-1,4-0,Returning,30-40,0.583333333333,84,5,-1
3112,1-0,0-4,Serving,40-40,0.35593220339,118,6,0
3113,0-1,4-0,Returning,40-40,0.64406779661,118,6,0
3114,1-0,0-4,Serving,40-AD,0.326530612245,49,7,-1
3115,0-1,4-0,Returning,AD-40,0.673469387755,49,7,1
3116,1-0,0-4,Serving,AD-40,0.376811594203,69,7,1
3117,0-1,4-0,Returning,40-AD,0.623188405797,69,7,-1
3118,1-0,0-4,Serving,Start of Game,0.441666666667,240,0,0
3119,0-1,4-0,Returning,Start of Game,0.558333333333,240,0,0
3120,1-0,0-5,Serving,0-15,0.366863905325,169,1,-1
3121,0-1,5-0,Returning,15-0,0.633136094675,169,1,1
3122,1-0,0-5,Serving,0-30,0.377777777778,90,2,-2
3123,0-1,5-0,Returning,30-0,0.622222222222,90,2,2
3124,1-0,0-5,Serving,0-40,0.387755102041,49,3,-3
3125,0-1,5-0,Returning,40-0,0.612244897959,49,3,3
3126,1-0,0-5,Serving,15-0,0.447236180905,199,1,1
3127,0-1,5-0,Returning,0-15,0.552763819095,199,1,-1
3128,1-0,0-5,Serving,15-15,0.418994413408,179,2,0
3129,0-1,5-0,Returning,15-15,0.581005586592,179,2,0
3130,1-0,0-5,Serving,15-30,0.461538461538,117,3,-1
3131,0-1,5-0,Returning,30-15,0.538461538462,117,3,1
3132,1-0,0-5,Serving,15-40,0.415384615385,65,4,-2
3133,0-1,5-0,Returning,40-15,0.584615384615,65,4,2
3134,1-0,0-5,Serving,30-0,0.424242424242,99,2,2
3135,0-1,5-0,Returning,0-30,0.575757575758,99,2,-2
3136,1-0,0-5,Serving,30-15,0.364285714286,140,3,1
3137,0-1,5-0,Returning,15-30,0.635714285714,140,3,-1
3138,1-0,0-5,Serving,30-30,0.403225806452,124,4,0
3139,0-1,5-0,Returning,30-30,0.596774193548,124,4,0
3140,1-0,0-5,Serving,30-40,0.360465116279,86,5,-1
3141,0-1,5-0,Returning,40-30,0.639534883721,86,5,1
3142,1-0,0-5,Serving,40-0,0.416666666667,60,3,3
3143,0-1,5-0,Returning,0-40,0.583333333333,60,3,-3
3144,1-0,0-5,Serving,40-15,0.389380530973,113,4,2
3145,0-1,5-0,Returning,15-40,0.610619469027,113,4,-2
3146,1-0,0-5,Serving,40-30,0.48275862069,116,5,1
3147,0-1,5-0,Returning,30-40,0.51724137931,116,5,-1
3148,1-0,0-5,Serving,40-40,0.487654320988,162,6,0
3149,0-1,5-0,Returning,40-40,0.512345679012,162,6,0
3150,1-0,0-5,Serving,40-AD,0.476923076923,65,7,-1
3151,0-1,5-0,Returning,AD-40,0.523076923077,65,7,1
3152,1-0,0-5,Serving,AD-40,0.494845360825,97,7,1
3153,0-1,5-0,Returning,40-AD,0.505154639175,97,7,-1
3154,1-0,0-5,Serving,Start of Game,0.410326086957,368,0,0
3155,0-1,5-0,Returning,Start of Game,0.589673913043,368,0,0
3156,1-0,1-0,Serving,0-15,0.895401718039,1979,1,-1
3157,0-1,0-1,Returning,15-0,0.104598281961,1979,1,1
3158,1-0,1-0,Serving,0-30,0.854545454545,715,2,-2
3159,0-1,0-1,Returning,30-0,0.145454545455,715,2,2
3160,1-0,1-0,Serving,0-40,0.84375,256,3,-3
3161,0-1,0-1,Returning,40-0,0.15625,256,3,3
3162,1-0,1-0,Serving,15-0,0.939119170984,3860,1,1
3163,0-1,0-1,Returning,0-15,0.0608808290155,3860,1,-1
3164,1-0,1-0,Serving,15-15,0.921021611002,2545,2,0
3165,0-1,0-1,Returning,15-15,0.078978388998,2545,2,0
3166,1-0,1-0,Serving,15-30,0.881368821293,1315,3,-1
3167,0-1,0-1,Returning,30-15,0.118631178707,1315,3,1
3168,1-0,1-0,Serving,15-40,0.857589984351,639,4,-2
3169,0-1,0-1,Returning,40-15,0.142410015649,639,4,2
3170,1-0,1-0,Serving,30-0,0.94687863513,2579,2,2
3171,0-1,0-1,Returning,0-30,0.0531213648701,2579,2,-2
3172,1-0,1-0,Serving,30-15,0.937051792829,2510,3,1
3173,0-1,0-1,Returning,15-30,0.0629482071713,2510,3,-1
3174,1-0,1-0,Serving,30-30,0.909462616822,1712,4,0
3175,0-1,0-1,Returning,30-30,0.0905373831776,1712,4,0
3176,1-0,1-0,Serving,30-40,0.870351758794,995,5,-1
3177,0-1,0-1,Returning,40-30,0.129648241206,995,5,1
3178,1-0,1-0,Serving,40-0,0.949943117179,1758,3,3
3179,0-1,0-1,Returning,0-40,0.0500568828214,1758,3,-3
3180,1-0,1-0,Serving,40-15,0.947271893627,2181,4,2
3181,0-1,0-1,Returning,15-40,0.0527281063732,2181,4,-2
3182,1-0,1-0,Serving,40-30,0.94058856191,1801,5,1
3183,0-1,0-1,Returning,30-40,0.0594114380899,1801,5,-1
3184,1-0,1-0,Serving,40-40,0.912225705329,2233,6,0
3185,0-1,0-1,Returning,40-40,0.0877742946708,2233,6,0
3186,1-0,1-0,Serving,40-AD,0.874025974026,770,7,-1
3187,0-1,0-1,Returning,AD-40,0.125974025974,770,7,1
3188,1-0,1-0,Serving,AD-40,0.932330827068,1463,7,1
3189,0-1,0-1,Returning,40-AD,0.0676691729323,1463,7,-1
3190,1-0,1-0,Serving,Start of Game,0.924302106525,5839,0,0
3191,0-1,0-1,Returning,Start of Game,0.0756978934749,5839,0,0
3192,1-0,1-1,Serving,0-15,0.792592592593,2025,1,-1
3193,0-1,1-1,Returning,15-0,0.207407407407,2025,1,1
3194,1-0,1-1,Serving,0-30,0.770380434783,736,2,-2
3195,0-1,1-1,Returning,30-0,0.229619565217,736,2,2
3196,1-0,1-1,Serving,0-40,0.754789272031,261,3,-3
3197,0-1,1-1,Returning,40-0,0.245210727969,261,3,3
3198,1-0,1-1,Serving,15-0,0.841472769113,3911,1,1
3199,0-1,1-1,Returning,0-15,0.158527230887,3911,1,-1
3200,1-0,1-1,Serving,15-15,0.81216730038,2630,2,0
3201,0-1,1-1,Returning,15-15,0.18783269962,2630,2,0
3202,1-0,1-1,Serving,15-30,0.768085106383,1410,3,-1
3203,0-1,1-1,Returning,30-15,0.231914893617,1410,3,1
3204,1-0,1-1,Serving,15-40,0.735419630156,703,4,-2
3205,0-1,1-1,Returning,40-15,0.264580369844,703,4,2
3206,1-0,1-1,Serving,30-0,0.853307392996,2570,2,2
3207,0-1,1-1,Returning,0-30,0.146692607004,2570,2,-2
3208,1-0,1-1,Serving,30-15,0.837040032349,2473,3,1
3209,0-1,1-1,Returning,15-30,0.162959967651,2473,3,-1
3210,1-0,1-1,Serving,30-30,0.791570438799,1732,4,0
3211,0-1,1-1,Returning,30-30,0.208429561201,1732,4,0
3212,1-0,1-1,Serving,30-40,0.762711864407,1062,5,-1
3213,0-1,1-1,Returning,40-30,0.237288135593,1062,5,1
3214,1-0,1-1,Serving,40-0,0.862723214286,1792,3,3
3215,0-1,1-1,Returning,0-40,0.137276785714,1792,3,-3
3216,1-0,1-1,Serving,40-15,0.850746268657,2144,4,2
3217,0-1,1-1,Returning,15-40,0.149253731343,2144,4,-2
3218,1-0,1-1,Serving,40-30,0.813109425785,1846,5,1
3219,0-1,1-1,Returning,30-40,0.186890574215,1846,5,-1
3220,1-0,1-1,Serving,40-40,0.797583081571,2317,6,0
3221,0-1,1-1,Returning,40-40,0.202416918429,2317,6,0
3222,1-0,1-1,Serving,40-AD,0.744885679904,831,7,-1
3223,0-1,1-1,Returning,AD-40,0.255114320096,831,7,1
3224,1-0,1-1,Serving,AD-40,0.826819407008,1484,7,1
3225,0-1,1-1,Returning,40-AD,0.173180592992,1484,7,-1
3226,1-0,1-1,Serving,Start of Game,0.824797843666,5936,0,0
3227,0-1,1-1,Returning,Start of Game,0.175202156334,5936,0,0
3228,1-0,1-2,Serving,0-15,0.725151805689,3129,1,-1
3229,0-1,2-1,Returning,15-0,0.274848194311,3129,1,1
3230,1-0,1-2,Serving,0-30,0.666378565255,1157,2,-2
3231,0-1,2-1,Returning,30-0,0.333621434745,1157,2,2
3232,1-0,1-2,Serving,0-40,0.6,430,3,-3
3233,0-1,2-1,Returning,40-0,0.4,430,3,3
3234,1-0,1-2,Serving,15-0,0.788451534593,5767,1,1
3235,0-1,2-1,Returning,0-15,0.211548465407,5767,1,-1
3236,1-0,1-2,Serving,15-15,0.761417519341,4007,2,0
3237,0-1,2-1,Returning,15-15,0.238582480659,4007,2,0
3238,1-0,1-2,Serving,15-30,0.703826169107,2117,3,-1
3239,0-1,2-1,Returning,30-15,0.296173830893,2117,3,1
3240,1-0,1-2,Serving,15-40,0.63167760075,1067,4,-2
3241,0-1,2-1,Returning,40-15,0.36832239925,1067,4,2
3242,1-0,1-2,Serving,30-0,0.802250803859,3732,2,2
3243,0-1,2-1,Returning,0-30,0.197749196141,3732,2,-2
3244,1-0,1-2,Serving,30-15,0.791243158718,3837,3,1
3245,0-1,2-1,Returning,15-30,0.208756841282,3837,3,-1
3246,1-0,1-2,Serving,30-30,0.75,2652,4,0
3247,0-1,2-1,Returning,30-30,0.25,2652,4,0
3248,1-0,1-2,Serving,30-40,0.673594132029,1636,5,-1
3249,0-1,2-1,Returning,40-30,0.326405867971,1636,5,1
3250,1-0,1-2,Serving,40-0,0.808917197452,2512,3,3
3251,0-1,2-1,Returning,0-40,0.191082802548,2512,3,-3
3252,1-0,1-2,Serving,40-15,0.807243707796,3258,4,2
3253,0-1,2-1,Returning,15-40,0.192756292204,3258,4,-2
3254,1-0,1-2,Serving,40-30,0.791066282421,2776,5,1
3255,0-1,2-1,Returning,30-40,0.208933717579,2776,5,-1
3256,1-0,1-2,Serving,40-40,0.729989035088,3648,6,0
3257,0-1,2-1,Returning,40-40,0.270010964912,3648,6,0
3258,1-0,1-2,Serving,40-AD,0.662396382818,1327,7,-1
3259,0-1,2-1,Returning,AD-40,0.337603617182,1327,7,1
3260,1-0,1-2,Serving,AD-40,0.768634209393,2321,7,1
3261,0-1,2-1,Returning,40-AD,0.231365790607,2321,7,-1
3262,1-0,1-2,Serving,Start of Game,0.76618705036,8896,0,0
3263,0-1,2-1,Returning,Start of Game,0.23381294964,8896,0,0
3264,1-0,1-3,Serving,0-15,0.586330935252,556,1,-1
3265,0-1,3-1,Returning,15-0,0.413669064748,556,1,1
3266,1-0,1-3,Serving,0-30,0.566964285714,224,2,-2
3267,0-1,3-1,Returning,30-0,0.433035714286,224,2,2
3268,1-0,1-3,Serving,0-40,0.484210526316,95,3,-3
3269,0-1,3-1,Returning,40-0,0.515789473684,95,3,3
3270,1-0,1-3,Serving,15-0,0.620212765957,940,1,1
3271,0-1,3-1,Returning,0-15,0.379787234043,940,1,-1
3272,1-0,1-3,Serving,15-15,0.586257309942,684,2,0
3273,0-1,3-1,Returning,15-15,0.413742690058,684,2,0
3274,1-0,1-3,Serving,15-30,0.582278481013,395,3,-1
3275,0-1,3-1,Returning,30-15,0.417721518987,395,3,1
3276,1-0,1-3,Serving,15-40,0.561904761905,210,4,-2
3277,0-1,3-1,Returning,40-15,0.438095238095,210,4,2
3278,1-0,1-3,Serving,30-0,0.647959183673,588,2,2
3279,0-1,3-1,Returning,0-30,0.352040816327,588,2,-2
3280,1-0,1-3,Serving,30-15,0.612277867528,619,3,1
3281,0-1,3-1,Returning,15-30,0.387722132472,619,3,-1
3282,1-0,1-3,Serving,30-30,0.589247311828,465,4,0
3283,0-1,3-1,Returning,30-30,0.410752688172,465,4,0
3284,1-0,1-3,Serving,30-40,0.530201342282,298,5,-1
3285,0-1,3-1,Returning,40-30,0.469798657718,298,5,1
3286,1-0,1-3,Serving,40-0,0.656330749354,387,3,3
3287,0-1,3-1,Returning,0-40,0.343669250646,387,3,-3
3288,1-0,1-3,Serving,40-15,0.645283018868,530,4,2
3289,0-1,3-1,Returning,15-40,0.354716981132,530,4,-2
3290,1-0,1-3,Serving,40-30,0.635416666667,480,5,1
3291,0-1,3-1,Returning,30-40,0.364583333333,480,5,-1
3292,1-0,1-3,Serving,40-40,0.584707646177,667,6,0
3293,0-1,3-1,Returning,40-40,0.415292353823,667,6,0
3294,1-0,1-3,Serving,40-AD,0.513944223108,251,7,-1
3295,0-1,3-1,Returning,AD-40,0.486055776892,251,7,1
3296,1-0,1-3,Serving,AD-40,0.627403846154,416,7,1
3297,0-1,3-1,Returning,40-AD,0.372596153846,416,7,-1
3298,1-0,1-3,Serving,Start of Game,0.607620320856,1496,0,0
3299,0-1,3-1,Returning,Start of Game,0.392379679144,1496,0,0
3300,1-0,1-4,Serving,0-15,0.530944625407,921,1,-1
3301,0-1,4-1,Returning,15-0,0.469055374593,921,1,1
3302,1-0,1-4,Serving,0-30,0.528,375,2,-2
3303,0-1,4-1,Returning,30-0,0.472,375,2,2
3304,1-0,1-4,Serving,0-40,0.509933774834,151,3,-3
3305,0-1,4-1,Returning,40-0,0.490066225166,151,3,3
3306,1-0,1-4,Serving,15-0,0.54609929078,1410,1,1
3307,0-1,4-1,Returning,0-15,0.45390070922,1410,1,-1
3308,1-0,1-4,Serving,15-15,0.520146520147,1092,2,0
3309,0-1,4-1,Returning,15-15,0.479853479853,1092,2,0
3310,1-0,1-4,Serving,15-30,0.514960629921,635,3,-1
3311,0-1,4-1,Returning,30-15,0.485039370079,635,3,1
3312,1-0,1-4,Serving,15-40,0.518617021277,376,4,-2
3313,0-1,4-1,Returning,40-15,0.481382978723,376,4,2
3314,1-0,1-4,Serving,30-0,0.570601851852,864,2,2
3315,0-1,4-1,Returning,0-30,0.429398148148,864,2,-2
3316,1-0,1-4,Serving,30-15,0.536757301108,993,3,1
3317,0-1,4-1,Returning,15-30,0.463242698892,993,3,-1
3318,1-0,1-4,Serving,30-30,0.521680216802,738,4,0
3319,0-1,4-1,Returning,30-30,0.478319783198,738,4,0
3320,1-0,1-4,Serving,30-40,0.50790513834,506,5,-1
3321,0-1,4-1,Returning,40-30,0.49209486166,506,5,1
3322,1-0,1-4,Serving,40-0,0.583333333333,552,3,3
3323,0-1,4-1,Returning,0-40,0.416666666667,552,3,-3
3324,1-0,1-4,Serving,40-15,0.555142503098,807,4,2
3325,0-1,4-1,Returning,15-40,0.444857496902,807,4,-2
3326,1-0,1-4,Serving,40-30,0.528859060403,745,5,1
3327,0-1,4-1,Returning,30-40,0.471140939597,745,5,-1
3328,1-0,1-4,Serving,40-40,0.501347708895,1113,6,0
3329,0-1,4-1,Returning,40-40,0.498652291105,1113,6,0
3330,1-0,1-4,Serving,40-AD,0.479744136461,469,7,-1
3331,0-1,4-1,Returning,AD-40,0.520255863539,469,7,1
3332,1-0,1-4,Serving,AD-40,0.517080745342,644,7,1
3333,0-1,4-1,Returning,40-AD,0.482919254658,644,7,-1
3334,1-0,1-4,Serving,Start of Game,0.540111540112,2331,0,0
3335,0-1,4-1,Returning,Start of Game,0.459888459888,2331,0,0
3336,1-0,1-5,Serving,0-15,0.387096774194,186,1,-1
3337,0-1,5-1,Returning,15-0,0.612903225806,186,1,1
3338,1-0,1-5,Serving,0-30,0.436781609195,87,2,-2
3339,0-1,5-1,Returning,30-0,0.563218390805,87,2,2
3340,1-0,1-5,Serving,0-40,0.392857142857,28,3,-3
3341,0-1,5-1,Returning,40-0,0.607142857143,28,3,3
3342,1-0,1-5,Serving,15-0,0.43153526971,241,1,1
3343,0-1,5-1,Returning,0-15,0.56846473029,241,1,-1
3344,1-0,1-5,Serving,15-15,0.338541666667,192,2,0
3345,0-1,5-1,Returning,15-15,0.661458333333,192,2,0
3346,1-0,1-5,Serving,15-30,0.358974358974,156,3,-1
3347,0-1,5-1,Returning,30-15,0.641025641026,156,3,1
3348,1-0,1-5,Serving,15-40,0.388888888889,72,4,-2
3349,0-1,5-1,Returning,40-15,0.611111111111,72,4,2
3350,1-0,1-5,Serving,30-0,0.493243243243,148,2,2
3351,0-1,5-1,Returning,0-30,0.506756756757,148,2,-2
3352,1-0,1-5,Serving,30-15,0.418300653595,153,3,1
3353,0-1,5-1,Returning,15-30,0.581699346405,153,3,-1
3354,1-0,1-5,Serving,30-30,0.345238095238,168,4,0
3355,0-1,5-1,Returning,30-30,0.654761904762,168,4,0
3356,1-0,1-5,Serving,30-40,0.318181818182,110,5,-1
3357,0-1,5-1,Returning,40-30,0.681818181818,110,5,1
3358,1-0,1-5,Serving,40-0,0.5,90,3,3
3359,0-1,5-1,Returning,0-40,0.5,90,3,-3
3360,1-0,1-5,Serving,40-15,0.474137931034,116,4,2
3361,0-1,5-1,Returning,15-40,0.525862068966,116,4,-2
3362,1-0,1-5,Serving,40-30,0.427536231884,138,5,1
3363,0-1,5-1,Returning,30-40,0.572463768116,138,5,-1
3364,1-0,1-5,Serving,40-40,0.324607329843,191,6,0
3365,0-1,5-1,Returning,40-40,0.675392670157,191,6,0
3366,1-0,1-5,Serving,40-AD,0.353658536585,82,7,-1
3367,0-1,5-1,Returning,AD-40,0.646341463415,82,7,1
3368,1-0,1-5,Serving,AD-40,0.296296296296,108,7,1
3369,0-1,5-1,Returning,40-AD,0.703703703704,108,7,-1
3370,1-0,1-5,Serving,Start of Game,0.412177985948,427,0,0
3371,0-1,5-1,Returning,Start of Game,0.587822014052,427,0,0
3372,1-0,2-0,Serving,0-15,0.92849404117,923,1,-1
3373,0-1,0-2,Returning,15-0,0.0715059588299,923,1,1
3374,1-0,2-0,Serving,0-30,0.906060606061,330,2,-2
3375,0-1,0-2,Returning,30-0,0.0939393939394,330,2,2
3376,1-0,2-0,Serving,0-40,0.886178861789,123,3,-3
3377,0-1,0-2,Returning,40-0,0.113821138211,123,3,3
3378,1-0,2-0,Serving,15-0,0.949732620321,1870,1,1
3379,0-1,0-2,Returning,0-15,0.0502673796791,1870,1,-1
3380,1-0,2-0,Serving,15-15,0.941850941851,1221,2,0
3381,0-1,0-2,Returning,15-15,0.0581490581491,1221,2,0
3382,1-0,2-0,Serving,15-30,0.909836065574,610,3,-1
3383,0-1,0-2,Returning,30-15,0.0901639344262,610,3,1
3384,1-0,2-0,Serving,15-40,0.874193548387,310,4,-2
3385,0-1,0-2,Returning,40-15,0.125806451613,310,4,2
3386,1-0,2-0,Serving,30-0,0.953301127214,1242,2,2
3387,0-1,0-2,Returning,0-30,0.0466988727858,1242,2,-2
3388,1-0,2-0,Serving,30-15,0.956339210747,1191,3,1
3389,0-1,0-2,Returning,15-30,0.0436607892527,1191,3,-1
3390,1-0,2-0,Serving,30-30,0.929521276596,752,4,0
3391,0-1,0-2,Returning,30-30,0.0704787234043,752,4,0
3392,1-0,2-0,Serving,30-40,0.888392857143,448,5,-1
3393,0-1,0-2,Returning,40-30,0.111607142857,448,5,1
3394,1-0,2-0,Serving,40-0,0.955120828539,869,3,3
3395,0-1,0-2,Returning,0-40,0.0448791714614,869,3,-3
3396,1-0,2-0,Serving,40-15,0.96682464455,1055,4,2
3397,0-1,0-2,Returning,15-40,0.0331753554502,1055,4,-2
3398,1-0,2-0,Serving,40-30,0.958432304038,842,5,1
3399,0-1,0-2,Returning,30-40,0.041567695962,842,5,-1
3400,1-0,2-0,Serving,40-40,0.935251798561,1112,6,0
3401,0-1,0-2,Returning,40-40,0.0647482014388,1112,6,0
3402,1-0,2-0,Serving,40-AD,0.892307692308,390,7,-1
3403,0-1,0-2,Returning,AD-40,0.107692307692,390,7,1
3404,1-0,2-0,Serving,AD-40,0.95839112344,721,7,1
3405,0-1,0-2,Returning,40-AD,0.0416088765603,721,7,-1
3406,1-0,2-0,Serving,Start of Game,0.942713927676,2793,0,0
3407,0-1,0-2,Returning,Start of Game,0.0572860723237,2793,0,0
3408,1-0,2-1,Serving,0-15,0.898033836305,2187,1,-1
3409,0-1,1-2,Returning,15-0,0.101966163695,2187,1,1
3410,1-0,2-1,Serving,0-30,0.863049095607,774,2,-2
3411,0-1,1-2,Returning,30-0,0.136950904393,774,2,2
3412,1-0,2-1,Serving,0-40,0.784090909091,264,3,-3
3413,0-1,1-2,Returning,40-0,0.215909090909,264,3,3
3414,1-0,2-1,Serving,15-0,0.937603795967,4215,1,1
3415,0-1,1-2,Returning,0-15,0.0623962040332,4215,1,-1
3416,1-0,2-1,Serving,15-15,0.921431076815,2851,2,0
3417,0-1,1-2,Returning,15-15,0.0785689231848,2851,2,0
3418,1-0,2-1,Serving,15-30,0.901791639018,1507,3,-1
3419,0-1,1-2,Returning,30-15,0.0982083609821,1507,3,1
3420,1-0,2-1,Serving,15-40,0.847222222222,720,4,-2
3421,0-1,1-2,Returning,40-15,0.152777777778,720,4,2
3422,1-0,2-1,Serving,30-0,0.943824270796,2777,2,2
3423,0-1,1-2,Returning,0-30,0.0561757292042,2777,2,-2
3424,1-0,2-1,Serving,30-15,0.929675994109,2716,3,1
3425,0-1,1-2,Returning,15-30,0.070324005891,2716,3,-1
3426,1-0,2-1,Serving,30-30,0.912224017232,1857,4,0
3427,0-1,1-2,Returning,30-30,0.0877759827679,1857,4,0
3428,1-0,2-1,Serving,30-40,0.870967741935,1116,5,-1
3429,0-1,1-2,Returning,40-30,0.129032258065,1116,5,1
