,Set Score,Game Score,Serving at Start of Game?,Point Score,% Win,Number of Instances,Points Elapsed,Y,Stdev
1395,0-0,6-6,Returning,6-1 (R),0.761904761905,21,7,5,0.0929428640903
1396,0-0,6-6,Serving,2-0 (R),0.512195121951,82,2,2,0.0551993371073
1397,0-0,6-6,Returning,0-2 (S),0.487804878049,82,2,-2,0.0551993371073
1398,0-0,6-6,Serving,2-1 (S),0.615384615385,130,3,1,0.0426692458635
1399,0-0,6-6,Returning,1-2 (R),0.384615384615,130,3,-1,0.0426692458635
1400,0-0,6-6,Serving,2-2 (S),0.472222222222,144,4,0,0.0416023165639
1401,0-0,6-6,Returning,2-2 (R),0.527777777778,144,4,0,0.0416023165639
1402,0-0,6-6,Serving,2-3 (R),0.462809917355,121,5,-1,0.0453286344974
1403,0-0,6-6,Returning,3-2 (S),0.537190082645,121,5,1,0.0453286344974
1404,0-0,6-6,Serving,2-4 (R),0.465909090909,88,6,-2,0.0531761448906
1405,0-0,6-6,Returning,4-2 (S),0.534090909091,88,6,2,0.0531761448906
1406,0-0,6-6,Serving,2-5 (S),0.363636363636,66,7,-3,0.0592126315708
1407,0-0,6-6,Returning,5-2 (R),0.636363636364,66,7,3,0.0592126315708
1408,0-0,6-6,Serving,2-6 (S),0.404761904762,42,8,-4,0.0757391678905
1409,0-0,6-6,Returning,6-2 (R),0.595238095238,42,8,4,0.0757391678905
1410,0-0,6-6,Serving,3-0 (S),0.676470588235,34,3,3,0.0802309408351
1411,0-0,6-6,Returning,0-3 (R),0.323529411765,34,3,-3,0.0802309408351
1412,0-0,6-6,Serving,3-1 (S),0.632653061224,98,4,2,0.0486976474883
1413,0-0,6-6,Returning,1-3 (R),0.367346938776,98,4,-2,0.0486976474883
1414,0-0,6-6,Serving,3-2 (R),0.609523809524,105,5,1,0.0476099764603
1415,0-0,6-6,Returning,2-3 (S),0.390476190476,105,5,-1,0.0476099764603
1416,0-0,6-6,Serving,3-3 (R),0.495652173913,115,6,0,0.0466234776097
1417,0-0,6-6,Returning,3-3 (S),0.504347826087,115,6,0,0.0466234776097
1418,0-0,6-6,Serving,3-4 (S),0.489583333333,96,7,-1,0.0510199606624
1419,0-0,6-6,Returning,4-3 (R),0.510416666667,96,7,1,0.0510199606624
1420,0-0,6-6,Serving,3-5 (S),0.306666666667,75,8,-2,0.0532443702467
1421,0-0,6-6,Returning,5-3 (R),0.693333333333,75,8,2,0.0532443702467
1422,0-0,6-6,Serving,3-6 (R),0.347222222222,72,9,-3,0.0561074057571
1423,0-0,6-6,Returning,6-3 (S),0.652777777778,72,9,3,0.0561074057571
1424,0-0,6-6,Serving,4-0 (S),0.8,20,4,4,0.0894427191
1425,0-0,6-6,Returning,0-4 (R),0.2,20,4,-4,0.0894427191
1426,0-0,6-6,Serving,4-1 (R),0.612244897959,49,5,3,0.0696054599785
1427,0-0,6-6,Returning,1-4 (S),0.387755102041,49,5,-3,0.0696054599785
1428,0-0,6-6,Serving,4-2 (R),0.525,80,6,2,0.0558317785853
1429,0-0,6-6,Returning,2-4 (S),0.475,80,6,-2,0.0558317785853
1430,0-0,6-6,Serving,4-3 (S),0.553398058252,103,7,1,0.048984706091
1431,0-0,6-6,Returning,3-4 (R),0.446601941748,103,7,-1,0.048984706091
1432,0-0,6-6,Serving,4-4 (S),0.571428571429,91,8,0,0.0518766456573
1433,0-0,6-6,Returning,4-4 (R),0.428571428571,91,8,0,0.0518766456573
1434,0-0,6-6,Serving,4-5 (R),0.41935483871,93,9,-1,0.051168744446
1435,0-0,6-6,Returning,5-4 (S),0.58064516129,93,9,1,0.051168744446
1436,0-0,6-6,Serving,4-6 (R),0.430379746835,79,10,-2,0.0557063980996
1437,0-0,6-6,Returning,6-4 (S),0.569620253165,79,10,2,0.0557063980996
1438,0-0,6-6,Serving,5-0 (R),0.8,5,5,5,0.1788854382
1439,0-0,6-6,Returning,0-5 (S),0.2,5,5,-5,0.1788854382
1440,0-0,6-6,Serving,5-1 (R),0.764705882353,34,6,4,0.072746699106
1441,0-0,6-6,Returning,1-5 (S),0.235294117647,34,6,-4,0.072746699106
1442,0-0,6-6,Serving,5-2 (S),0.711538461538,52,7,3,0.0628262988923
1443,0-0,6-6,Returning,2-5 (R),0.288461538462,52,7,-3,0.0628262988923
1444,0-0,6-6,Serving,5-3 (S),0.588235294118,85,8,2,0.0533814831161
1445,0-0,6-6,Returning,3-5 (R),0.411764705882,85,8,-2,0.0533814831161
1446,0-0,6-6,Serving,5-4 (R),0.616279069767,86,9,1,0.0524381338622
1447,0-0,6-6,Returning,4-5 (S),0.383720930233,86,9,-1,0.0524381338622
1448,0-0,6-6,Serving,5-5 (R),0.404494382022,89,10,0,0.0520240520147
1449,0-0,6-6,Returning,5-5 (S),0.595505617978,89,10,0,0.0520240520147
1450,0-0,6-6,Serving,5-6 (S),0.492537313433,67,11,-1,0.0610779179763
1451,0-0,6-6,Returning,6-5 (R),0.507462686567,67,11,1,0.0610779179763
1452,0-0,6-6,Serving,6-0 (R),0.75,4,6,6,0.216506350946
1453,0-0,6-6,Returning,0-6 (S),0.25,4,6,-6,0.216506350946
1454,0-0,6-6,Serving,6-1 (S),0.833333333333,24,7,5,0.0760725774313
1455,0-0,6-6,Returning,1-6 (R),0.166666666667,24,7,-5,0.0760725774313
1456,0-0,6-6,Serving,6-2 (S),0.772727272727,44,8,4,0.0631772101298
1457,0-0,6-6,Returning,2-6 (R),0.227272727273,44,8,-4,0.0631772101298
1458,0-0,6-6,Serving,6-3 (R),0.744186046512,43,9,3,0.0665378323385
1459,0-0,6-6,Returning,3-6 (S),0.255813953488,43,9,-3,0.0665378323385
1460,0-0,6-6,Serving,6-4 (R),0.72972972973,74,10,2,0.0516255032406
1461,0-0,6-6,Returning,4-6 (S),0.27027027027,74,10,-2,0.0516255032406
1462,0-0,6-6,Serving,6-5 (S),0.619565217391,92,11,1,0.0506162199891
1463,0-0,6-6,Returning,5-6 (R),0.380434782609,92,11,-1,0.0506162199891
1464,0-0,6-6,Serving,6-6 (S),0.517948717949,195,12,0,0.0357826661606
1465,0-0,6-6,Returning,6-6 (R),0.482051282051,195,12,0,0.0357826661606
1466,0-0,6-6,Serving,6-7 (R),0.374045801527,131,13,-1,0.0422764023731
1467,0-0,6-6,Returning,7-6 (S),0.625954198473,131,13,1,0.0422764023731
1468,0-0,6-6,Serving,7-6 (R),0.703125,64,13,1,0.0571101231141
1469,0-0,6-6,Returning,6-7 (S),0.296875,64,13,-1,0.0571101231141
1470,0-1,0-0,Serving,0-15,0.159362549801,502,1,-1,0.016335996935
1471,1-0,0-0,Returning,15-0,0.840637450199,502,1,1,0.016335996935
1472,0-1,0-0,Serving,0-30,0.0875576036866,217,2,-2,0.0191875619422
1473,1-0,0-0,Returning,30-0,0.912442396313,217,2,2,0.0191875619422
1474,0-1,0-0,Serving,0-40,0.0884955752212,113,3,-3,0.0267178155384
1475,1-0,0-0,Returning,40-0,0.911504424779,113,3,3,0.0267178155384
1476,0-1,0-0,Serving,15-0,0.225174825175,715,1,1,0.0156209973125
1477,1-0,0-0,Returning,0-15,0.774825174825,715,1,-1,0.0156209973125
1478,0-1,0-0,Serving,15-15,0.201376936317,581,2,0,0.0166374867482
1479,1-0,0-0,Returning,15-15,0.798623063683,581,2,0,0.0166374867482
1480,0-1,0-0,Serving,15-30,0.161392405063,316,3,-1,0.0206955704191
1481,1-0,0-0,Returning,30-15,0.838607594937,316,3,1,0.0206955704191
1482,0-1,0-0,Serving,15-40,0.13,200,4,-2,0.0237802439012
1483,1-0,0-0,Returning,40-15,0.87,200,4,2,0.0237802439012
1484,0-1,0-0,Serving,30-0,0.250596658711,419,2,2,0.021170857021
1485,1-0,0-0,Returning,0-30,0.749403341289,419,2,-2,0.021170857021
1486,0-1,0-0,Serving,30-15,0.2030651341,522,3,1,0.0176073437642
1487,1-0,0-0,Returning,15-30,0.7969348659,522,3,-1,0.0176073437642
1488,0-1,0-0,Serving,30-30,0.178666666667,375,4,0,0.0197818023371
1489,1-0,0-0,Returning,30-30,0.821333333333,375,4,0,0.0197818023371
1490,0-1,0-0,Serving,30-40,0.113821138211,246,5,-1,0.0202490476247
1491,1-0,0-0,Returning,40-30,0.886178861789,246,5,1,0.0202490476247
1492,0-1,0-0,Serving,40-0,0.278195488722,266,3,3,0.0274753997129
1493,1-0,0-0,Returning,0-40,0.721804511278,266,3,-3,0.0274753997129
1494,0-1,0-0,Serving,40-15,0.228915662651,415,4,2,0.020623608068
1495,1-0,0-0,Returning,15-40,0.771084337349,415,4,-2,0.020623608068
1496,0-1,0-0,Serving,40-30,0.230158730159,378,5,1,0.0216505244563
1497,1-0,0-0,Returning,30-40,0.769841269841,378,5,-1,0.0216505244563
1498,0-1,0-0,Serving,40-40,0.181981981982,555,6,0,0.0163775577174
1499,1-0,0-0,Returning,40-40,0.818018018018,555,6,0,0.0163775577174
1500,0-1,0-0,Serving,40-AD,0.178082191781,219,7,-1,0.0258524902973
1501,1-0,0-0,Returning,AD-40,0.821917808219,219,7,1,0.0258524902973
1502,0-1,0-0,Serving,AD-40,0.184523809524,336,7,1,0.021162268003
1503,1-0,0-0,Returning,40-AD,0.815476190476,336,7,-1,0.021162268003
1504,0-1,0-0,Serving,Start of Game,0.198027937551,1217,0,0,0.0114234573027
1505,1-0,0-0,Returning,Start of Game,0.801972062449,1217,0,0,0.0114234573027
1506,0-1,0-1,Serving,0-15,0.142857142857,210,1,-1,0.0241472644208
1507,1-0,1-0,Returning,15-0,0.857142857143,210,1,1,0.0241472644208
1508,0-1,0-1,Serving,0-30,0.103896103896,77,2,-2,0.0347723026611
1509,1-0,1-0,Returning,30-0,0.896103896104,77,2,2,0.0347723026611
1510,0-1,0-1,Serving,0-40,0.037037037037,27,3,-3,0.0363446949232
1511,1-0,1-0,Returning,40-0,0.962962962963,27,3,3,0.0363446949232
1512,0-1,0-1,Serving,15-0,0.203773584906,265,1,1,0.0247439652258
1513,1-0,1-0,Returning,0-15,0.796226415094,265,1,-1,0.0247439652258
1514,0-1,0-1,Serving,15-15,0.16049382716,243,2,0,0.0235471297478
1515,1-0,1-0,Returning,15-15,0.83950617284,243,2,0,0.0235471297478
1516,0-1,0-1,Serving,15-30,0.14,150,3,-1,0.0283313724812
1517,1-0,1-0,Returning,30-15,0.86,150,3,1,0.0283313724812
1518,0-1,0-1,Serving,15-40,0.075,80,4,-2,0.0294480474735
1519,1-0,1-0,Returning,40-15,0.925,80,4,2,0.0294480474735
1520,0-1,0-1,Serving,30-0,0.238709677419,155,2,2,0.0342408327572
1521,1-0,1-0,Returning,0-30,0.761290322581,155,2,-2,0.0342408327572
1522,0-1,0-1,Serving,30-15,0.187192118227,203,3,1,0.0273772431747
1523,1-0,1-0,Returning,15-30,0.812807881773,203,3,-1,0.0273772431747
1524,0-1,0-1,Serving,30-30,0.149700598802,167,4,0,0.0276082875608
1525,1-0,1-0,Returning,30-30,0.850299401198,167,4,0,0.0276082875608
1526,0-1,0-1,Serving,30-40,0.119658119658,117,5,-1,0.0300057051638
1527,1-0,1-0,Returning,40-30,0.880341880342,117,5,1,0.0300057051638
1528,0-1,0-1,Serving,40-0,0.252631578947,95,3,3,0.0445809570233
1529,1-0,1-0,Returning,0-40,0.747368421053,95,3,-3,0.0445809570233
1530,0-1,0-1,Serving,40-15,0.217391304348,161,4,2,0.0325072686704
1531,1-0,1-0,Returning,15-40,0.782608695652,161,4,-2,0.0325072686704
1532,0-1,0-1,Serving,40-30,0.138888888889,144,5,1,0.0288192120324
1533,1-0,1-0,Returning,30-40,0.861111111111,144,5,-1,0.0288192120324
1534,0-1,0-1,Serving,40-40,0.108870967742,248,6,0,0.0197788254451
1535,1-0,1-0,Returning,40-40,0.891129032258,248,6,0,0.0197788254451
1536,0-1,0-1,Serving,40-AD,0.0818181818182,110,7,-1,0.0261332193581
1537,1-0,1-0,Returning,AD-40,0.918181818182,110,7,1,0.0261332193581
1538,0-1,0-1,Serving,AD-40,0.130434782609,138,7,1,0.0286687162346
1539,1-0,1-0,Returning,40-AD,0.869565217391,138,7,-1,0.0286687162346
1540,0-1,0-1,Serving,Start of Game,0.176842105263,475,0,0,0.0175060275376
1541,1-0,1-0,Returning,Start of Game,0.823157894737,475,0,0,0.0175060275376
1542,0-1,0-2,Serving,0-15,0.110091743119,109,1,-1,0.0299803530798
1543,1-0,2-0,Returning,15-0,0.889908256881,109,1,1,0.0299803530798
1544,0-1,0-2,Serving,0-30,0.116279069767,43,2,-2,0.0488848308858
1545,1-0,2-0,Returning,30-0,0.883720930233,43,2,2,0.0488848308858
1546,0-1,0-2,Serving,0-40,0.125,24,3,-3,0.0675077156084
1547,1-0,2-0,Returning,40-0,0.875,24,3,3,0.0675077156084
1548,0-1,0-2,Serving,15-0,0.0898203592814,167,1,1,0.0221254807911
1549,1-0,2-0,Returning,0-15,0.910179640719,167,1,-1,0.0221254807911
1550,0-1,0-2,Serving,15-15,0.0942028985507,138,2,0,0.0248661215975
1551,1-0,2-0,Returning,15-15,0.905797101449,138,2,0,0.0248661215975
1552,0-1,0-2,Serving,15-30,0.10447761194,67,3,-1,0.0373690830276
1553,1-0,2-0,Returning,30-15,0.89552238806,67,3,1,0.0373690830276
1554,0-1,0-2,Serving,15-40,0.131578947368,38,4,-2,0.0548361022017
1555,1-0,2-0,Returning,40-15,0.868421052632,38,4,2,0.0548361022017
1556,0-1,0-2,Serving,30-0,0.0947368421053,95,2,2,0.0300458899638
1557,1-0,2-0,Returning,0-30,0.905263157895,95,2,-2,0.0300458899638
1558,0-1,0-2,Serving,30-15,0.1015625,128,3,1,0.0266996545205
1559,1-0,2-0,Returning,15-30,0.8984375,128,3,-1,0.0266996545205
1560,0-1,0-2,Serving,30-30,0.111111111111,90,4,0,0.033126933
1561,1-0,2-0,Returning,30-30,0.888888888889,90,4,0,0.033126933
1562,0-1,0-2,Serving,30-40,0.0983606557377,61,5,-1,0.0381295972
1563,1-0,2-0,Returning,40-30,0.901639344262,61,5,1,0.0381295972
1564,0-1,0-2,Serving,40-0,0.0701754385965,57,3,3,0.033834179338
1565,1-0,2-0,Returning,0-40,0.929824561404,57,3,-3,0.033834179338
1566,0-1,0-2,Serving,40-15,0.0842105263158,95,4,2,0.0284917557002
1567,1-0,2-0,Returning,15-40,0.915789473684,95,4,-2,0.0284917557002
1568,0-1,0-2,Serving,40-30,0.119047619048,84,5,1,0.0353343356967
1569,1-0,2-0,Returning,30-40,0.880952380952,84,5,-1,0.0353343356967
1570,0-1,0-2,Serving,40-40,0.056338028169,142,6,0,0.0193492829781
1571,1-0,2-0,Returning,40-40,0.943661971831,142,6,0,0.0193492829781
1572,0-1,0-2,Serving,40-AD,0.051724137931,58,7,-1,0.0290803736062
1573,1-0,2-0,Returning,AD-40,0.948275862069,58,7,1,0.0290803736062
1574,0-1,0-2,Serving,AD-40,0.0595238095238,84,7,1,0.0258154451793
1575,1-0,2-0,Returning,40-AD,0.940476190476,84,7,-1,0.0258154451793
1576,0-1,0-2,Serving,Start of Game,0.0978260869565,276,0,0,0.0178820758436
1577,1-0,2-0,Returning,Start of Game,0.902173913043,276,0,0,0.0178820758436
1578,0-1,0-3,Serving,0-15,0.0,63,1,-1,0.0
1579,1-0,3-0,Returning,15-0,1.0,63,1,1,0.0
1580,0-1,0-3,Serving,0-30,0.0,26,2,-2,0.0
1581,1-0,3-0,Returning,30-0,1.0,26,2,2,0.0
1582,0-1,0-3,Serving,0-40,0.0,12,3,-3,0.0
1583,1-0,3-0,Returning,40-0,1.0,12,3,3,0.0
1584,0-1,0-3,Serving,15-0,0.0294117647059,68,1,1,0.0204891337064
1585,1-0,3-0,Returning,0-15,0.970588235294,68,1,-1,0.0204891337064
1586,0-1,0-3,Serving,15-15,0.0,67,2,0,0.0
1587,1-0,3-0,Returning,15-15,1.0,67,2,0,0.0
1588,0-1,0-3,Serving,15-30,0.0,46,3,-1,0.0
1589,1-0,3-0,Returning,30-15,1.0,46,3,1,0.0
1590,0-1,0-3,Serving,15-40,0.0,26,4,-2,0.0
1591,1-0,3-0,Returning,40-15,1.0,26,4,2,0.0
1592,0-1,0-3,Serving,30-0,0.0526315789474,38,2,2,0.0362235369269
1593,1-0,3-0,Returning,0-30,0.947368421053,38,2,-2,0.0362235369269
1594,0-1,0-3,Serving,30-15,0.0175438596491,57,3,1,0.0173892851854
1595,1-0,3-0,Returning,15-30,0.982456140351,57,3,-1,0.0173892851854
1596,0-1,0-3,Serving,30-30,0.0196078431373,51,4,0,0.0194146577054
1597,1-0,3-0,Returning,30-30,0.980392156863,51,4,0,0.0194146577054
1598,0-1,0-3,Serving,30-40,0.0,32,5,-1,0.0
1599,1-0,3-0,Returning,40-30,1.0,32,5,1,0.0
1600,0-1,0-3,Serving,40-0,0.0625,16,3,3,0.0605153647845
1601,1-0,3-0,Returning,0-40,0.9375,16,3,-3,0.0605153647845
1602,0-1,0-3,Serving,40-15,0.0,37,4,2,0.0
1603,1-0,3-0,Returning,15-40,1.0,37,4,-2,0.0
1604,0-1,0-3,Serving,40-30,0.02,50,5,1,0.0197989898732
1605,1-0,3-0,Returning,30-40,0.98,50,5,-1,0.0197989898732
1606,0-1,0-3,Serving,40-40,0.0,76,6,0,0.0
1607,1-0,3-0,Returning,40-40,1.0,76,6,0,0.0
1608,0-1,0-3,Serving,40-AD,0.0,36,7,-1,0.0
1609,1-0,3-0,Returning,AD-40,1.0,36,7,1,0.0
1610,0-1,0-3,Serving,AD-40,0.0,40,7,1,0.0
1611,1-0,3-0,Returning,40-AD,1.0,40,7,-1,0.0
1612,0-1,0-3,Serving,Start of Game,0.0152671755725,131,0,0,0.0107127978407
1613,1-0,3-0,Returning,Start of Game,0.984732824427,131,0,0,0.0107127978407
1614,0-1,0-4,Serving,0-15,0.0434782608696,23,1,-1,0.0425225779932
1615,1-0,4-0,Returning,15-0,0.95652173913,23,1,1,0.0425225779932
1616,0-1,0-4,Serving,0-30,0.0,11,2,-2,0.0
1617,1-0,4-0,Returning,30-0,1.0,11,2,2,0.0
1618,0-1,0-4,Serving,0-40,0.0,5,3,-3,0.0
1619,1-0,4-0,Returning,40-0,1.0,5,3,3,0.0
1620,0-1,0-4,Serving,15-0,0.147058823529,34,1,1,0.0607387186213
1621,1-0,4-0,Returning,0-15,0.852941176471,34,1,-1,0.0607387186213
1622,0-1,0-4,Serving,15-15,0.0740740740741,27,2,0,0.0504010235141
1623,1-0,4-0,Returning,15-15,0.925925925926,27,2,0,0.0504010235141
1624,0-1,0-4,Serving,15-30,0.0,17,3,-1,0.0
1625,1-0,4-0,Returning,30-15,1.0,17,3,1,0.0
1626,0-1,0-4,Serving,15-40,0.0,12,4,-2,0.0
1627,1-0,4-0,Returning,40-15,1.0,12,4,2,0.0
1628,0-1,0-4,Serving,30-0,0.210526315789,19,2,2,0.0935287701725
1629,1-0,4-0,Returning,0-30,0.789473684211,19,2,-2,0.0935287701725
1630,0-1,0-4,Serving,30-15,0.0833333333333,24,3,1,0.0564169333655
1631,1-0,4-0,Returning,15-30,0.916666666667,24,3,-1,0.0564169333655
1632,0-1,0-4,Serving,30-30,0.105263157895,19,4,0,0.0704059004274
1633,1-0,4-0,Returning,30-30,0.894736842105,19,4,0,0.0704059004274
1634,0-1,0-4,Serving,30-40,0.0833333333333,12,5,-1,0.079785592313
1635,1-0,4-0,Returning,40-30,0.916666666667,12,5,1,0.079785592313
1636,0-1,0-4,Serving,40-0,0.363636363636,11,3,3,0.145040733676
1637,1-0,4-0,Returning,0-40,0.636363636364,11,3,-3,0.145040733676
1638,0-1,0-4,Serving,40-15,0.105263157895,19,4,2,0.0704059004274
1639,1-0,4-0,Returning,15-40,0.894736842105,19,4,-2,0.0704059004274
1640,0-1,0-4,Serving,40-30,0.111111111111,18,5,1,0.0740740740741
1641,1-0,4-0,Returning,30-40,0.888888888889,18,5,-1,0.0740740740741
1642,0-1,0-4,Serving,40-40,0.107142857143,28,6,0,0.0584512205989
1643,1-0,4-0,Returning,40-40,0.892857142857,28,6,0,0.0584512205989
1644,0-1,0-4,Serving,40-AD,0.0909090909091,11,7,-1,0.0866784172041
1645,1-0,4-0,Returning,AD-40,0.909090909091,11,7,1,0.0866784172041
1646,0-1,0-4,Serving,AD-40,0.117647058824,17,7,1,0.0781424899006
1647,1-0,4-0,Returning,40-AD,0.882352941176,17,7,-1,0.0781424899006
1648,0-1,0-4,Serving,Start of Game,0.105263157895,57,0,0,0.0406488655643
1649,1-0,4-0,Returning,Start of Game,0.894736842105,57,0,0,0.0406488655643
1650,0-1,0-5,Serving,0-15,0.0,15,1,-1,0.0
1651,1-0,5-0,Returning,15-0,1.0,15,1,1,0.0
1652,0-1,0-5,Serving,0-30,0.0,6,2,-2,0.0
1653,1-0,5-0,Returning,30-0,1.0,6,2,2,0.0
1654,0-1,0-5,Serving,0-40,0.0,5,3,-3,0.0
1655,1-0,5-0,Returning,40-0,1.0,5,3,3,0.0
1656,0-1,0-5,Serving,15-0,0.0,21,1,1,0.0
1657,1-0,5-0,Returning,0-15,1.0,21,1,-1,0.0
1658,0-1,0-5,Serving,15-15,0.0,18,2,0,0.0
1659,1-0,5-0,Returning,15-15,1.0,18,2,0,0.0
1660,0-1,0-5,Serving,15-30,0.0,5,3,-1,0.0
1661,1-0,5-0,Returning,30-15,1.0,5,3,1,0.0
1662,0-1,0-5,Serving,15-40,0.0,3,4,-2,0.0
1663,1-0,5-0,Returning,40-15,1.0,3,4,2,0.0
1664,0-1,0-5,Serving,30-0,0.0,12,2,2,0.0
1665,1-0,5-0,Returning,0-30,1.0,12,2,-2,0.0
1666,0-1,0-5,Serving,30-15,0.0,21,3,1,0.0
1667,1-0,5-0,Returning,15-30,1.0,21,3,-1,0.0
1668,0-1,0-5,Serving,30-30,0.0,16,4,0,0.0
1669,1-0,5-0,Returning,30-30,1.0,16,4,0,0.0
1670,0-1,0-5,Serving,30-40,0.0,8,5,-1,0.0
1671,1-0,5-0,Returning,40-30,1.0,8,5,1,0.0
1672,0-1,0-5,Serving,40-0,0.0,5,3,3,0.0
1673,1-0,5-0,Returning,0-40,1.0,5,3,-3,0.0
1674,0-1,0-5,Serving,40-15,0.0,12,4,2,0.0
1675,1-0,5-0,Returning,15-40,1.0,12,4,-2,0.0
1676,0-1,0-5,Serving,40-30,0.0,12,5,1,0.0
1677,1-0,5-0,Returning,30-40,1.0,12,5,-1,0.0
1678,0-1,0-5,Serving,40-40,0.0,23,6,0,0.0
1679,1-0,5-0,Returning,40-40,1.0,23,6,0,0.0
1680,0-1,0-5,Serving,40-AD,0.0,11,7,-1,0.0
1681,1-0,5-0,Returning,AD-40,1.0,11,7,1,0.0
1682,0-1,0-5,Serving,AD-40,0.0,12,7,1,0.0
1683,1-0,5-0,Returning,40-AD,1.0,12,7,-1,0.0
1684,0-1,0-5,Serving,Start of Game,0.0,36,0,0,0.0
1685,1-0,5-0,Returning,Start of Game,1.0,36,0,0,0.0
1686,0-1,1-0,Serving,0-15,0.333333333333,30,1,-1,0.0860662965824
1687,1-0,0-1,Returning,15-0,0.666666666667,30,1,1,0.0860662965824
1688,0-1,1-0,Serving,0-30,0.1,10,2,-2,0.0948683298051
1689,1-0,0-1,Returning,30-0,0.9,10,2,2,0.0948683298051
1690,0-1,1-0,Serving,0-40,0.166666666667,6,3,-3,0.152145154863
1691,1-0,0-1,Returning,40-0,0.833333333333,6,3,3,0.152145154863
1692,0-1,1-0,Serving,15-0,0.314814814815,54,1,1,0.0632025619482
1693,1-0,0-1,Returning,0-15,0.685185185185,54,1,-1,0.0632025619482
1694,0-1,1-0,Serving,15-15,0.285714285714,42,2,0,0.0697071480678
1695,1-0,0-1,Returning,15-15,0.714285714286,42,2,0,0.0697071480678
1696,0-1,1-0,Serving,15-30,0.238095238095,21,3,-1,0.0929428640903
1697,1-0,0-1,Returning,30-15,0.761904761905,21,3,1,0.0929428640903
1698,0-1,1-0,Serving,15-40,0.357142857143,14,4,-2,0.128060208143
1699,1-0,0-1,Returning,40-15,0.642857142857,14,4,2,0.128060208143
1700,0-1,1-0,Serving,30-0,0.4375,32,2,2,0.0876950950025
1701,1-0,0-1,Returning,0-30,0.5625,32,2,-2,0.0876950950025
1702,0-1,1-0,Serving,30-15,0.264705882353,34,3,1,0.075661140504
1703,1-0,0-1,Returning,15-30,0.735294117647,34,3,-1,0.075661140504
1704,0-1,1-0,Serving,30-30,0.166666666667,24,4,0,0.0760725774313
1705,1-0,0-1,Returning,30-30,0.833333333333,24,4,0,0.0760725774313
1706,0-1,1-0,Serving,30-40,0.3125,16,5,-1,0.115878101361
1707,1-0,0-1,Returning,40-30,0.6875,16,5,1,0.115878101361
1708,0-1,1-0,Serving,40-0,0.521739130435,23,3,3,0.104158618631
1709,1-0,0-1,Returning,0-40,0.478260869565,23,3,-3,0.104158618631
1710,0-1,1-0,Serving,40-15,0.413793103448,29,4,2,0.0914572391107
1711,1-0,0-1,Returning,15-40,0.586206896552,29,4,-2,0.0914572391107
1712,0-1,1-0,Serving,40-30,0.16,25,5,1,0.0733212111193
1713,1-0,0-1,Returning,30-40,0.84,25,5,-1,0.0733212111193
1714,0-1,1-0,Serving,40-40,0.3,20,6,0,0.10246950766
1715,1-0,0-1,Returning,40-40,0.7,20,6,0,0.10246950766
1716,0-1,1-0,Serving,40-AD,0.166666666667,6,7,-1,0.152145154863
1717,1-0,0-1,Returning,AD-40,0.833333333333,6,7,1,0.152145154863
1718,0-1,1-0,Serving,AD-40,0.357142857143,14,7,1,0.128060208143
1719,1-0,0-1,Returning,40-AD,0.642857142857,14,7,-1,0.128060208143
1720,0-1,1-0,Serving,Start of Game,0.321428571429,84,0,0,0.0509565927435
1721,1-0,0-1,Returning,Start of Game,0.678571428571,84,0,0,0.0509565927435
1722,0-1,1-1,Serving,0-15,0.15141955836,317,1,-1,0.0201329708792
1723,1-0,1-1,Returning,15-0,0.84858044164,317,1,1,0.0201329708792
1724,0-1,1-1,Serving,0-30,0.136363636364,132,2,-2,0.0298694882124
1725,1-0,1-1,Returning,30-0,0.863636363636,132,2,2,0.0298694882124
1726,0-1,1-1,Serving,0-40,0.128205128205,39,3,-3,0.0535337356629
1727,1-0,1-1,Returning,40-0,0.871794871795,39,3,3,0.0535337356629
1728,0-1,1-1,Serving,15-0,0.227364185111,497,1,1,0.0188005368539
1729,1-0,1-1,Returning,0-15,0.772635814889,497,1,-1,0.0188005368539
1730,0-1,1-1,Serving,15-15,0.195652173913,368,2,0,0.0206795162748
1731,1-0,1-1,Returning,15-15,0.804347826087,368,2,0,0.0206795162748
1732,0-1,1-1,Serving,15-30,0.1125,240,3,-1,0.0203964610901
1733,1-0,1-1,Returning,30-15,0.8875,240,3,1,0.0203964610901
1734,0-1,1-1,Serving,15-40,0.0887096774194,124,4,-2,0.0255330700414
1735,1-0,1-1,Returning,40-15,0.911290322581,124,4,2,0.0255330700414
1736,0-1,1-1,Serving,30-0,0.226114649682,314,2,2,0.0236068390501
1737,1-0,1-1,Returning,0-30,0.773885350318,314,2,-2,0.0236068390501
1738,0-1,1-1,Serving,30-15,0.244897959184,343,3,1,0.0232192584169
1739,1-0,1-1,Returning,15-30,0.755102040816,343,3,-1,0.0232192584169
1740,0-1,1-1,Serving,30-30,0.181467181467,259,4,0,0.0239478877215
1741,1-0,1-1,Returning,30-30,0.818532818533,259,4,0,0.0239478877215
1742,0-1,1-1,Serving,30-40,0.134408602151,186,5,-1,0.0250099904574
1743,1-0,1-1,Returning,40-30,0.865591397849,186,5,1,0.0250099904574
1744,0-1,1-1,Serving,40-0,0.234375,192,3,3,0.0305712418799
1745,1-0,1-1,Returning,0-40,0.765625,192,3,-3,0.0305712418799
1746,0-1,1-1,Serving,40-15,0.228070175439,285,4,2,0.0248542537934
