,Set Score,Game Score,Serving at Start of Game?,Point Score,% Win,Number of Instances,Points Elapsed,Y,Stdev
357,0-0,3-1,Returning,40-AD,0.705263157895,95,7,-1,0.0467768539266
358,0-0,1-3,Serving,Start of Game,0.275229357798,327,0,0,0.0246986831481
359,0-0,3-1,Returning,Start of Game,0.724770642202,327,0,0,0.0246986831481
360,0-0,1-4,Serving,0-15,0.17880794702,151,1,-1,0.0311836755883
361,0-0,4-1,Returning,15-0,0.82119205298,151,1,1,0.0311836755883
362,0-0,1-4,Serving,0-30,0.129032258065,62,2,-2,0.0425749688772
363,0-0,4-1,Returning,30-0,0.870967741935,62,2,2,0.0425749688772
364,0-0,1-4,Serving,0-40,0.171428571429,35,3,-3,0.0637048588249
365,0-0,4-1,Returning,40-0,0.828571428571,35,3,3,0.0637048588249
366,0-0,1-4,Serving,15-0,0.259259259259,216,1,1,0.0298176476259
367,0-0,4-1,Returning,0-15,0.740740740741,216,1,-1,0.0298176476259
368,0-0,1-4,Serving,15-15,0.229508196721,183,2,0,0.0310854792203
369,0-0,4-1,Returning,15-15,0.770491803279,183,2,0,0.0310854792203
370,0-0,1-4,Serving,15-30,0.150537634409,93,3,-1,0.0370811454039
371,0-0,4-1,Returning,30-15,0.849462365591,93,3,1,0.0370811454039
372,0-0,1-4,Serving,15-40,0.190476190476,63,4,-2,0.0494726172999
373,0-0,4-1,Returning,40-15,0.809523809524,63,4,2,0.0494726172999
374,0-0,1-4,Serving,30-0,0.270491803279,122,2,2,0.0402172367049
375,0-0,4-1,Returning,0-30,0.729508196721,122,2,-2,0.0402172367049
376,0-0,1-4,Serving,30-15,0.245283018868,159,3,1,0.0341214312782
377,0-0,4-1,Returning,15-30,0.754716981132,159,3,-1,0.0341214312782
378,0-0,1-4,Serving,30-30,0.184615384615,130,4,0,0.0340285563765
379,0-0,4-1,Returning,30-30,0.815384615385,130,4,0,0.0340285563765
380,0-0,1-4,Serving,30-40,0.174418604651,86,5,-1,0.0409191993094
381,0-0,4-1,Returning,40-30,0.825581395349,86,5,1,0.0409191993094
382,0-0,1-4,Serving,40-0,0.3,80,3,3,0.0512347538298
383,0-0,4-1,Returning,0-40,0.7,80,3,-3,0.0512347538298
384,0-0,1-4,Serving,40-15,0.25,108,4,2,0.0416666666667
385,0-0,4-1,Returning,15-40,0.75,108,4,-2,0.0416666666667
386,0-0,1-4,Serving,40-30,0.2,125,5,1,0.03577708764
387,0-0,4-1,Returning,30-40,0.8,125,5,-1,0.03577708764
388,0-0,1-4,Serving,40-40,0.131147540984,183,6,0,0.0249532747479
389,0-0,4-1,Returning,40-40,0.868852459016,183,6,0,0.0249532747479
390,0-0,1-4,Serving,40-AD,0.0714285714286,70,7,-1,0.0307818431204
391,0-0,4-1,Returning,AD-40,0.928571428571,70,7,1,0.0307818431204
392,0-0,1-4,Serving,AD-40,0.16814159292,113,7,1,0.035182205585
393,0-0,4-1,Returning,40-AD,0.83185840708,113,7,-1,0.035182205585
394,0-0,1-4,Serving,Start of Game,0.226158038147,367,0,0,0.0218373090192
395,0-0,4-1,Returning,Start of Game,0.773841961853,367,0,0,0.0218373090192
396,0-0,1-5,Serving,0-15,0.0833333333333,48,1,-1,0.0398927961565
397,0-0,5-1,Returning,15-0,0.916666666667,48,1,1,0.0398927961565
398,0-0,1-5,Serving,0-30,0.0,24,2,-2,0.0
399,0-0,5-1,Returning,30-0,1.0,24,2,2,0.0
400,0-0,1-5,Serving,0-40,0.0,11,3,-3,0.0
401,0-0,5-1,Returning,40-0,1.0,11,3,3,0.0
402,0-0,1-5,Serving,15-0,0.177215189873,79,1,1,0.0429615616174
403,0-0,5-1,Returning,0-15,0.822784810127,79,1,-1,0.0429615616174
404,0-0,1-5,Serving,15-15,0.16393442623,61,2,0,0.0474013090582
405,0-0,5-1,Returning,15-15,0.83606557377,61,2,0,0.0474013090582
406,0-0,1-5,Serving,15-30,0.104166666667,48,3,-1,0.0440917538167
407,0-0,5-1,Returning,30-15,0.895833333333,48,3,1,0.0440917538167
408,0-0,1-5,Serving,15-40,0.0555555555556,18,4,-2,0.0539902953226
409,0-0,5-1,Returning,40-15,0.944444444444,18,4,2,0.0539902953226
410,0-0,1-5,Serving,30-0,0.190476190476,42,2,2,0.0605913343124
411,0-0,5-1,Returning,0-30,0.809523809524,42,2,-2,0.0605913343124
412,0-0,1-5,Serving,30-15,0.209302325581,43,3,1,0.0620380344867
413,0-0,5-1,Returning,15-30,0.790697674419,43,3,-1,0.0620380344867
414,0-0,1-5,Serving,30-30,0.0980392156863,51,4,0,0.0416398018195
415,0-0,5-1,Returning,30-30,0.901960784314,51,4,0,0.0416398018195
416,0-0,1-5,Serving,30-40,0.0869565217391,23,5,-1,0.0587533847558
417,0-0,5-1,Returning,40-30,0.913043478261,23,5,1,0.0587533847558
418,0-0,1-5,Serving,40-0,0.16,25,3,3,0.0733212111193
419,0-0,5-1,Returning,0-40,0.84,25,3,-3,0.0733212111193
420,0-0,1-5,Serving,40-15,0.243243243243,37,4,2,0.0705338653299
421,0-0,5-1,Returning,15-40,0.756756756757,37,4,-2,0.0705338653299
422,0-0,1-5,Serving,40-30,0.152173913043,46,5,1,0.0529595853361
423,0-0,5-1,Returning,30-40,0.847826086957,46,5,-1,0.0529595853361
424,0-0,1-5,Serving,40-40,0.107692307692,65,6,0,0.0384497023208
425,0-0,5-1,Returning,40-40,0.892307692308,65,6,0,0.0384497023208
426,0-0,1-5,Serving,40-AD,0.137931034483,29,7,-1,0.0640328752335
427,0-0,5-1,Returning,AD-40,0.862068965517,29,7,1,0.0640328752335
428,0-0,1-5,Serving,AD-40,0.0833333333333,36,7,1,0.0460642331994
429,0-0,5-1,Returning,40-AD,0.916666666667,36,7,-1,0.0460642331994
430,0-0,1-5,Serving,Start of Game,0.141732283465,127,0,0,0.0309488075265
431,0-0,5-1,Returning,Start of Game,0.858267716535,127,0,0,0.0309488075265
432,0-0,2-0,Serving,0-15,0.649484536082,97,1,-1,0.04844535379
433,0-0,0-2,Returning,15-0,0.350515463918,97,1,1,0.04844535379
434,0-0,2-0,Serving,0-30,0.645161290323,31,2,-2,0.0859347463978
435,0-0,0-2,Returning,30-0,0.354838709677,31,2,2,0.0859347463978
436,0-0,2-0,Serving,0-40,0.363636363636,11,3,-3,0.145040733676
437,0-0,0-2,Returning,40-0,0.636363636364,11,3,3,0.145040733676
438,0-0,2-0,Serving,15-0,0.79185520362,221,1,1,0.0273092346869
439,0-0,0-2,Returning,0-15,0.20814479638,221,1,-1,0.0273092346869
440,0-0,2-0,Serving,15-15,0.699248120301,133,2,0,0.0397643610561
441,0-0,0-2,Returning,15-15,0.300751879699,133,2,0,0.0397643610561
442,0-0,2-0,Serving,15-30,0.691176470588,68,3,-1,0.0560267211843
443,0-0,0-2,Returning,30-15,0.308823529412,68,3,1,0.0560267211843
444,0-0,2-0,Serving,15-40,0.466666666667,30,4,-2,0.0910840068085
445,0-0,0-2,Returning,40-15,0.533333333333,30,4,2,0.0910840068085
446,0-0,2-0,Serving,30-0,0.811688311688,154,2,2,0.0315045241399
447,0-0,0-2,Returning,0-30,0.188311688312,154,2,-2,0.0315045241399
448,0-0,2-0,Serving,30-15,0.734848484848,132,3,1,0.0384201443734
449,0-0,0-2,Returning,15-30,0.265151515152,132,3,-1,0.0384201443734
450,0-0,2-0,Serving,30-30,0.726315789474,95,4,0,0.0457431229729
451,0-0,0-2,Returning,30-30,0.273684210526,95,4,0,0.0457431229729
452,0-0,2-0,Serving,30-40,0.65,60,5,-1,0.061576510673
453,0-0,0-2,Returning,40-30,0.35,60,5,1,0.061576510673
454,0-0,2-0,Serving,40-0,0.841121495327,107,3,3,0.0353402851098
455,0-0,0-2,Returning,0-40,0.158878504673,107,3,-3,0.0353402851098
456,0-0,2-0,Serving,40-15,0.777777777778,117,4,2,0.0384351497528
457,0-0,0-2,Returning,15-40,0.222222222222,117,4,-2,0.0384351497528
458,0-0,2-0,Serving,40-30,0.718446601942,103,5,1,0.0443158436789
459,0-0,0-2,Returning,30-40,0.281553398058,103,5,-1,0.0443158436789
460,0-0,2-0,Serving,40-40,0.657894736842,114,6,0,0.0444330022043
461,0-0,0-2,Returning,40-40,0.342105263158,114,6,0,0.0444330022043
462,0-0,2-0,Serving,40-AD,0.545454545455,44,7,-1,0.0750657112586
463,0-0,0-2,Returning,AD-40,0.454545454545,44,7,1,0.0750657112586
464,0-0,2-0,Serving,AD-40,0.728571428571,70,7,1,0.0531514147159
465,0-0,0-2,Returning,40-AD,0.271428571429,70,7,-1,0.0531514147159
466,0-0,2-0,Serving,Start of Game,0.748427672956,318,0,0,0.0243328395299
467,0-0,0-2,Returning,Start of Game,0.251572327044,318,0,0,0.0243328395299
468,0-0,2-1,Serving,0-15,0.623188405797,138,1,-1,0.0412507897752
469,0-0,1-2,Returning,15-0,0.376811594203,138,1,1,0.0412507897752
470,0-0,2-1,Serving,0-30,0.581818181818,55,2,-2,0.066511213699
471,0-0,1-2,Returning,30-0,0.418181818182,55,2,2,0.066511213699
472,0-0,2-1,Serving,0-40,0.636363636364,22,3,-3,0.102559286331
473,0-0,1-2,Returning,40-0,0.363636363636,22,3,3,0.102559286331
474,0-0,2-1,Serving,15-0,0.69465648855,262,1,1,0.0284530449856
475,0-0,1-2,Returning,0-15,0.30534351145,262,1,-1,0.0284530449856
476,0-0,2-1,Serving,15-15,0.672316384181,177,2,0,0.0352799188847
477,0-0,1-2,Returning,15-15,0.327683615819,177,2,0,0.0352799188847
478,0-0,2-1,Serving,15-30,0.593023255814,86,3,-1,0.0529750570835
479,0-0,1-2,Returning,30-15,0.406976744186,86,3,1,0.0529750570835
480,0-0,2-1,Serving,15-40,0.553191489362,47,4,-2,0.0725186205669
481,0-0,1-2,Returning,40-15,0.446808510638,47,4,2,0.0725186205669
482,0-0,2-1,Serving,30-0,0.696428571429,168,2,2,0.0354743213907
483,0-0,1-2,Returning,0-30,0.303571428571,168,2,-2,0.0354743213907
484,0-0,2-1,Serving,30-15,0.649717514124,177,3,1,0.0358579011272
485,0-0,1-2,Returning,15-30,0.350282485876,177,3,-1,0.0358579011272
486,0-0,2-1,Serving,30-30,0.620689655172,116,4,0,0.0450511210713
487,0-0,1-2,Returning,30-30,0.379310344828,116,4,0,0.0450511210713
488,0-0,2-1,Serving,30-40,0.56,75,5,-1,0.0573178273605
489,0-0,1-2,Returning,40-30,0.44,75,5,1,0.0573178273605
490,0-0,2-1,Serving,40-0,0.765217391304,115,3,3,0.0395254167373
491,0-0,1-2,Returning,0-40,0.234782608696,115,3,-3,0.0395254167373
492,0-0,2-1,Serving,40-15,0.704697986577,149,4,2,0.0373715908226
493,0-0,1-2,Returning,15-40,0.295302013423,149,4,-2,0.0373715908226
494,0-0,2-1,Serving,40-30,0.649572649573,117,5,1,0.0441082606078
495,0-0,1-2,Returning,30-40,0.350427350427,117,5,-1,0.0441082606078
496,0-0,2-1,Serving,40-40,0.592105263158,152,6,0,0.0398613237971
497,0-0,1-2,Returning,40-40,0.407894736842,152,6,0,0.0398613237971
498,0-0,2-1,Serving,40-AD,0.454545454545,55,7,-1,0.0671408132615
499,0-0,1-2,Returning,AD-40,0.545454545455,55,7,1,0.0671408132615
500,0-0,2-1,Serving,AD-40,0.670103092784,97,7,1,0.0477390822868
501,0-0,1-2,Returning,40-AD,0.329896907216,97,7,-1,0.0477390822868
502,0-0,2-1,Serving,Start of Game,0.67,400,0,0,0.023510635891
503,0-0,1-2,Returning,Start of Game,0.33,400,0,0,0.023510635891
504,0-0,2-2,Serving,0-15,0.465408805031,318,1,-1,0.027971427989
505,0-0,2-2,Returning,15-0,0.534591194969,318,1,1,0.027971427989
506,0-0,2-2,Serving,0-30,0.406504065041,123,2,-2,0.0442882749946
507,0-0,2-2,Returning,30-0,0.593495934959,123,2,2,0.0442882749946
508,0-0,2-2,Serving,0-40,0.28,50,3,-3,0.0634980314656
509,0-0,2-2,Returning,40-0,0.72,50,3,3,0.0634980314656
510,0-0,2-2,Serving,15-0,0.592720970537,577,1,1,0.0204542360904
511,0-0,2-2,Returning,0-15,0.407279029463,577,1,-1,0.0204542360904
512,0-0,2-2,Serving,15-15,0.524154589372,414,2,0,0.0245449678921
513,0-0,2-2,Returning,15-15,0.475845410628,414,2,0,0.0245449678921
514,0-0,2-2,Serving,15-30,0.46511627907,215,3,-1,0.0340166256215
515,0-0,2-2,Returning,30-15,0.53488372093,215,3,1,0.0340166256215
516,0-0,2-2,Serving,15-40,0.467391304348,92,4,-2,0.0520176258765
517,0-0,2-2,Returning,40-15,0.532608695652,92,4,2,0.0520176258765
518,0-0,2-2,Serving,30-0,0.622905027933,358,2,2,0.025615024512
519,0-0,2-2,Returning,0-30,0.377094972067,358,2,-2,0.025615024512
520,0-0,2-2,Serving,30-15,0.541666666667,384,3,1,0.0254267682567
521,0-0,2-2,Returning,15-30,0.458333333333,384,3,-1,0.0254267682567
522,0-0,2-2,Serving,30-30,0.469314079422,277,4,0,0.0299854582252
523,0-0,2-2,Returning,30-30,0.530685920578,277,4,0,0.0299854582252
524,0-0,2-2,Serving,30-40,0.451388888889,144,5,-1,0.0414692791142
525,0-0,2-2,Returning,40-30,0.548611111111,144,5,1,0.0414692791142
526,0-0,2-2,Serving,40-0,0.682926829268,246,3,3,0.0296687522196
527,0-0,2-2,Returning,0-40,0.317073170732,246,3,-3,0.0296687522196
528,0-0,2-2,Serving,40-15,0.573573573574,333,4,2,0.0271015734432
529,0-0,2-2,Returning,15-40,0.426426426426,333,4,-2,0.0271015734432
530,0-0,2-2,Serving,40-30,0.479400749064,267,5,1,0.030573523518
531,0-0,2-2,Returning,30-40,0.520599250936,267,5,-1,0.030573523518
532,0-0,2-2,Serving,40-40,0.436578171091,339,6,0,0.0269369235693
533,0-0,2-2,Returning,40-40,0.563421828909,339,6,0,0.0269369235693
534,0-0,2-2,Serving,40-AD,0.347107438017,121,7,-1,0.0432772977428
535,0-0,2-2,Returning,AD-40,0.652892561983,121,7,1,0.0432772977428
536,0-0,2-2,Serving,AD-40,0.48623853211,218,7,1,0.0338514443475
537,0-0,2-2,Returning,40-AD,0.51376146789,218,7,-1,0.0338514443475
538,0-0,2-2,Serving,Start of Game,0.54748603352,895,0,0,0.0166376122528
539,0-0,2-2,Returning,Start of Game,0.45251396648,895,0,0,0.0166376122528
540,0-0,2-3,Serving,0-15,0.389513108614,267,1,-1,0.0298430756485
541,0-0,3-2,Returning,15-0,0.610486891386,267,1,1,0.0298430756485
542,0-0,2-3,Serving,0-30,0.336633663366,101,2,-2,0.0470213181119
543,0-0,3-2,Returning,30-0,0.663366336634,101,2,2,0.0470213181119
544,0-0,2-3,Serving,0-40,0.285714285714,42,3,-3,0.0697071480678
545,0-0,3-2,Returning,40-0,0.714285714286,42,3,3,0.0697071480678
546,0-0,2-3,Serving,15-0,0.429126213592,515,1,1,0.0218101653684
547,0-0,3-2,Returning,0-15,0.570873786408,515,1,-1,0.0218101653684
548,0-0,2-3,Serving,15-15,0.393258426966,356,2,0,0.0258890370157
549,0-0,3-2,Returning,15-15,0.606741573034,356,2,0,0.0258890370157
550,0-0,2-3,Serving,15-30,0.362694300518,193,3,-1,0.0346071322196
551,0-0,3-2,Returning,30-15,0.637305699482,193,3,1,0.0346071322196
552,0-0,2-3,Serving,15-40,0.28125,96,4,-2,0.0458880473612
553,0-0,3-2,Returning,40-15,0.71875,96,4,2,0.0458880473612
554,0-0,2-3,Serving,30-0,0.464615384615,325,2,2,0.0276654702302
555,0-0,3-2,Returning,0-30,0.535384615385,325,2,-2,0.0276654702302
556,0-0,2-3,Serving,30-15,0.433436532508,323,3,1,0.0275731116386
557,0-0,3-2,Returning,15-30,0.566563467492,323,3,-1,0.0275731116386
558,0-0,2-3,Serving,30-30,0.395061728395,243,4,0,0.0313606368532
559,0-0,3-2,Returning,30-30,0.604938271605,243,4,0,0.0313606368532
560,0-0,2-3,Serving,30-40,0.350649350649,154,5,-1,0.0384517224327
561,0-0,3-2,Returning,40-30,0.649350649351,154,5,1,0.0384517224327
562,0-0,2-3,Serving,40-0,0.459821428571,224,3,3,0.0332996194207
563,0-0,3-2,Returning,0-40,0.540178571429,224,3,-3,0.0332996194207
564,0-0,2-3,Serving,40-15,0.441696113074,283,4,2,0.029519153318
565,0-0,3-2,Returning,15-40,0.558303886926,283,4,-2,0.029519153318
566,0-0,2-3,Serving,40-30,0.4,255,5,1,0.0306785995539
567,0-0,3-2,Returning,30-40,0.6,255,5,-1,0.0306785995539
568,0-0,2-3,Serving,40-40,0.382436260623,353,6,0,0.0258662263079
569,0-0,3-2,Returning,40-40,0.617563739377,353,6,0,0.0258662263079
570,0-0,2-3,Serving,40-AD,0.283464566929,127,7,-1,0.0399913776361
571,0-0,3-2,Returning,AD-40,0.716535433071,127,7,1,0.0399913776361
572,0-0,2-3,Serving,AD-40,0.438053097345,226,7,1,0.0330032568285
573,0-0,3-2,Returning,40-AD,0.561946902655,226,7,-1,0.0330032568285
574,0-0,2-3,Serving,Start of Game,0.415601023018,782,0,0,0.0176233980674
575,0-0,3-2,Returning,Start of Game,0.584398976982,782,0,0,0.0176233980674
576,0-0,2-4,Serving,0-15,0.226666666667,150,1,-1,0.0341846835965
577,0-0,4-2,Returning,15-0,0.773333333333,150,1,1,0.0341846835965
578,0-0,2-4,Serving,0-30,0.180327868852,61,2,-2,0.0492250983177
579,0-0,4-2,Returning,30-0,0.819672131148,61,2,2,0.0492250983177
580,0-0,2-4,Serving,0-40,0.0740740740741,27,3,-3,0.0504010235141
581,0-0,4-2,Returning,40-0,0.925925925926,27,3,3,0.0504010235141
582,0-0,2-4,Serving,15-0,0.292817679558,181,1,1,0.0338240071413
583,0-0,4-2,Returning,0-15,0.707182320442,181,1,-1,0.0338240071413
584,0-0,2-4,Serving,15-15,0.277108433735,166,2,0,0.0347382076453
585,0-0,4-2,Returning,15-15,0.722891566265,166,2,0,0.0347382076453
586,0-0,2-4,Serving,15-30,0.258064516129,93,3,-1,0.0453738617434
587,0-0,4-2,Returning,30-15,0.741935483871,93,3,1,0.0453738617434
588,0-0,2-4,Serving,15-40,0.153846153846,52,4,-2,0.0500341258145
589,0-0,4-2,Returning,40-15,0.846153846154,52,4,2,0.0500341258145
590,0-0,2-4,Serving,30-0,0.288461538462,104,2,2,0.0444249019836
591,0-0,4-2,Returning,0-30,0.711538461538,104,2,-2,0.0444249019836
592,0-0,2-4,Serving,30-15,0.256944444444,144,3,1,0.0364123755017
593,0-0,4-2,Returning,15-30,0.743055555556,144,3,-1,0.0364123755017
594,0-0,2-4,Serving,30-30,0.228571428571,105,4,0,0.0409792666058
595,0-0,4-2,Returning,30-30,0.771428571429,105,4,0,0.0409792666058
596,0-0,2-4,Serving,30-40,0.2,70,5,-1,0.0478091443734
597,0-0,4-2,Returning,40-30,0.8,70,5,1,0.0478091443734
598,0-0,2-4,Serving,40-0,0.358208955224,67,3,3,0.0585770699905
599,0-0,4-2,Returning,0-40,0.641791044776,67,3,-3,0.0585770699905
600,0-0,2-4,Serving,40-15,0.336283185841,113,4,2,0.0444431430312
601,0-0,4-2,Returning,15-40,0.663716814159,113,4,-2,0.0444431430312
602,0-0,2-4,Serving,40-30,0.252427184466,103,5,1,0.042803196166
603,0-0,4-2,Returning,30-40,0.747572815534,103,5,-1,0.042803196166
604,0-0,2-4,Serving,40-40,0.194029850746,134,6,0,0.0341618478569
605,0-0,4-2,Returning,40-40,0.805970149254,134,6,0,0.0341618478569
606,0-0,2-4,Serving,40-AD,0.0408163265306,49,7,-1,0.0282663548537
607,0-0,4-2,Returning,AD-40,0.959183673469,49,7,1,0.0282663548537
608,0-0,2-4,Serving,AD-40,0.282352941176,85,7,1,0.0488249885137
609,0-0,4-2,Returning,40-AD,0.717647058824,85,7,-1,0.0488249885137
610,0-0,2-4,Serving,Start of Game,0.262839879154,331,0,0,0.0241942714425
611,0-0,4-2,Returning,Start of Game,0.737160120846,331,0,0,0.0241942714425
612,0-0,2-5,Serving,0-15,0.18253968254,126,1,-1,0.0344133310776
613,0-0,5-2,Returning,15-0,0.81746031746,126,1,1,0.0344133310776
614,0-0,2-5,Serving,0-30,0.204081632653,49,2,-2,0.0575755616855
615,0-0,5-2,Returning,30-0,0.795918367347,49,2,2,0.0575755616855
616,0-0,2-5,Serving,0-40,0.130434782609,23,3,-3,0.0702237263554
617,0-0,5-2,Returning,40-0,0.869565217391,23,3,3,0.0702237263554
618,0-0,2-5,Serving,15-0,0.215447154472,246,1,1,0.0262128310682
619,0-0,5-2,Returning,0-15,0.784552845528,246,1,-1,0.0262128310682
620,0-0,2-5,Serving,15-15,0.19209039548,177,2,0,0.029610625235
621,0-0,5-2,Returning,15-15,0.80790960452,177,2,0,0.029610625235
622,0-0,2-5,Serving,15-30,0.247191011236,89,3,-1,0.045726054727
623,0-0,5-2,Returning,30-15,0.752808988764,89,3,1,0.045726054727
624,0-0,2-5,Serving,15-40,0.18,50,4,-2,0.0543323108288
625,0-0,5-2,Returning,40-15,0.82,50,4,2,0.0543323108288
626,0-0,2-5,Serving,30-0,0.219178082192,146,2,2,0.0342371914334
627,0-0,5-2,Returning,0-30,0.780821917808,146,2,-2,0.0342371914334
628,0-0,2-5,Serving,30-15,0.173652694611,167,3,1,0.0293132407867
629,0-0,5-2,Returning,15-30,0.826347305389,167,3,-1,0.0293132407867
630,0-0,2-5,Serving,30-30,0.196428571429,112,4,0,0.037540976155
631,0-0,5-2,Returning,30-30,0.803571428571,112,4,0,0.037540976155
632,0-0,2-5,Serving,30-40,0.161290322581,62,5,-1,0.0467104592871
633,0-0,5-2,Returning,40-30,0.838709677419,62,5,1,0.0467104592871
634,0-0,2-5,Serving,40-0,0.236559139785,93,3,3,0.044067264466
635,0-0,5-2,Returning,0-40,0.763440860215,93,3,-3,0.044067264466
636,0-0,2-5,Serving,40-15,0.217391304348,138,4,2,0.0351118631777
637,0-0,5-2,Returning,15-40,0.782608695652,138,4,-2,0.0351118631777
638,0-0,2-5,Serving,40-30,0.176,125,5,1,0.0340615912723
639,0-0,5-2,Returning,30-40,0.824,125,5,-1,0.0340615912723
640,0-0,2-5,Serving,40-40,0.195804195804,143,6,0,0.033183629032
641,0-0,5-2,Returning,40-40,0.804195804196,143,6,0,0.033183629032
642,0-0,2-5,Serving,40-AD,0.230769230769,52,7,-1,0.0584272711779
643,0-0,5-2,Returning,AD-40,0.769230769231,52,7,1,0.0584272711779
644,0-0,2-5,Serving,AD-40,0.175824175824,91,7,1,0.0399051120441
645,0-0,5-2,Returning,40-AD,0.824175824176,91,7,-1,0.0399051120441
646,0-0,2-5,Serving,Start of Game,0.204301075269,372,0,0,0.020904425749
647,0-0,5-2,Returning,Start of Game,0.795698924731,372,0,0,0.020904425749
648,0-0,3-0,Serving,0-15,0.888888888889,18,1,-1,0.0740740740741
649,0-0,0-3,Returning,15-0,0.111111111111,18,1,1,0.0740740740741
650,0-0,3-0,Serving,0-30,0.8,5,2,-2,0.1788854382
651,0-0,0-3,Returning,30-0,0.2,5,2,2,0.1788854382
652,0-0,3-0,Serving,0-40,1.0,1,3,-3,0.0
653,0-0,0-3,Returning,40-0,0.0,1,3,3,0.0
654,0-0,3-0,Serving,15-0,0.758620689655,58,1,1,0.0561886199796
655,0-0,0-3,Returning,0-15,0.241379310345,58,1,-1,0.0561886199796
656,0-0,3-0,Serving,15-15,0.787878787879,33,2,0,0.0711647264279
657,0-0,0-3,Returning,15-15,0.212121212121,33,2,0,0.0711647264279
658,0-0,3-0,Serving,15-30,0.764705882353,17,3,-1,0.102879368494
659,0-0,0-3,Returning,30-15,0.235294117647,17,3,1,0.102879368494
660,0-0,3-0,Serving,15-40,0.5,4,4,-2,0.25
661,0-0,0-3,Returning,40-15,0.5,4,4,2,0.25
662,0-0,3-0,Serving,30-0,0.789473684211,38,2,2,0.066134827625
663,0-0,0-3,Returning,0-30,0.210526315789,38,2,-2,0.066134827625
664,0-0,3-0,Serving,30-15,0.805555555556,36,3,1,0.0659620687443
665,0-0,0-3,Returning,15-30,0.194444444444,36,3,-1,0.0659620687443
666,0-0,3-0,Serving,30-30,0.805555555556,36,4,0,0.0659620687443
667,0-0,0-3,Returning,30-30,0.194444444444,36,4,0,0.0659620687443
668,0-0,3-0,Serving,30-40,0.555555555556,18,5,-1,0.117121394821
669,0-0,0-3,Returning,40-30,0.444444444444,18,5,1,0.117121394821
670,0-0,3-0,Serving,40-0,0.772727272727,22,3,3,0.0893460673985
671,0-0,0-3,Returning,0-40,0.227272727273,22,3,-3,0.0893460673985
672,0-0,3-0,Serving,40-15,0.777777777778,18,4,2,0.0979907892987
673,0-0,0-3,Returning,15-40,0.222222222222,18,4,-2,0.0979907892987
674,0-0,3-0,Serving,40-30,0.92,25,5,1,0.054258639865
675,0-0,0-3,Returning,30-40,0.08,25,5,-1,0.054258639865
676,0-0,3-0,Serving,40-40,0.448275862069,29,6,0,0.0923495259879
677,0-0,0-3,Returning,40-40,0.551724137931,29,6,0,0.0923495259879
678,0-0,3-0,Serving,40-AD,0.666666666667,9,7,-1,0.157134840264
679,0-0,0-3,Returning,AD-40,0.333333333333,9,7,1,0.157134840264
680,0-0,3-0,Serving,AD-40,0.35,20,7,1,0.106653645039
681,0-0,0-3,Returning,40-AD,0.65,20,7,-1,0.106653645039
682,0-0,3-0,Serving,Start of Game,0.789473684211,76,0,0,0.0467643850862
683,0-0,0-3,Returning,Start of Game,0.210526315789,76,0,0,0.0467643850862
684,0-0,3-1,Serving,0-15,0.6328125,128,1,-1,0.0426065612468
685,0-0,1-3,Returning,15-0,0.3671875,128,1,1,0.0426065612468
686,0-0,3-1,Serving,0-30,0.590909090909,44,2,-2,0.074121450887
687,0-0,1-3,Returning,30-0,0.409090909091,44,2,2,0.074121450887
688,0-0,3-1,Serving,0-40,0.666666666667,12,3,-3,0.136082763488
689,0-0,1-3,Returning,40-0,0.333333333333,12,3,3,0.136082763488
690,0-0,3-1,Serving,15-0,0.785714285714,280,1,1,0.0245216629402
691,0-0,1-3,Returning,0-15,0.214285714286,280,1,-1,0.0245216629402
692,0-0,3-1,Serving,15-15,0.733333333333,180,2,0,0.0329608821649
693,0-0,1-3,Returning,15-15,0.266666666667,180,2,0,0.0329608821649
694,0-0,3-1,Serving,15-30,0.634408602151,93,3,-1,0.0499391379762
695,0-0,1-3,Returning,30-15,0.365591397849,93,3,1,0.0499391379762
696,0-0,3-1,Serving,15-40,0.588235294118,34,4,-2,0.0844035357623
697,0-0,1-3,Returning,40-15,0.411764705882,34,4,2,0.0844035357623
698,0-0,3-1,Serving,30-0,0.777173913043,184,2,2,0.0306784358063
699,0-0,1-3,Returning,0-30,0.222826086957,184,2,-2,0.0306784358063
700,0-0,3-1,Serving,30-15,0.748502994012,167,3,1,0.0335741437054
701,0-0,1-3,Returning,15-30,0.251497005988,167,3,-1,0.0335741437054
